society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
hcbs sports ville,0.28,sohna road,3768.0,743.1,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11.0,East,Relatively New,flat,,743.0,643.0,0,0,0,0,0,0,38,371.55
vidya apartment,0.22,sector 3 phase 3 extension,4210.0,522.57,Built Up area: 570 (52.95 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,1.0,North-West,Relatively New,flat,,570.0,550.0,0,0,0,0,1,1,36,261.285
sobha city,3.95,sector 108,16858.0,2343.1,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512.05 sq.ft. (140.47 sq.m.),3,5,2,15.0,North,New Property,flat,2343.0,,1512.05,0,1,0,0,0,0,118,781.0333333333333
ats triumph,1.8,sector 104,7860.0,2290.08,Carpet area: 2290 (212.75 sq.m.),3,4,3,14.0,,New Property,flat,,,2290.0,0,0,0,0,0,0,60,763.36
eros rosewood city,1.6,sector 49,3500.0,4572.0,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,New Property,house,,60.0,,0,0,0,0,0,2,27,1143.0
independent,5.8,sector 26,32222.0,1800.0,Plot area 200(167.23 sq.m.),5,5,3+,2.0,North,Old Property,house,,1800.0,,1,1,1,1,0,0,53,360.0
godrej summit,0.75,sector 104,5910.0,1269.04,Super Built up area 1269(117.89 sq.m.),2,2,3,6.0,East,Relatively New,flat,1269.0,,,0,0,0,0,1,0,79,634.52
signature global solera,0.38,sector 107,6333.0,600.03,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,3.0,East,Relatively New,flat,650.0,,600.0,0,0,0,0,0,1,23,300.015
signature the roselia,0.45,sector 95,7908.0,569.04,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New Property,flat,,,569.0,0,0,0,0,0,2,31,284.52
conscient heritage max,1.82,sector 102,9011.0,2019.75,Super Built up area 1942(180.42 sq.m.),3,4,3+,12.0,North-East,Relatively New,flat,1942.0,,,0,1,0,0,0,0,101,673.25
dlf the ultima,2.4,sector 81,11412.0,2103.05,Super Built up area 2103(195.38 sq.m.),3,4,3+,19.0,North-West,Relatively New,flat,2103.0,,,0,1,0,0,0,1,174,701.0166666666668
emaar mgf palm terraces,4.5,sector 66,10599.0,4245.68,Super Built up area 3670(340.95 sq.m.),5,5,3+,11.0,,New Property,flat,3670.0,,,0,1,0,0,0,0,105,849.1360000000001
independent,0.4,sector 3 phase 2,8000.0,500.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,Undefined,house,,500.0,300.0,0,0,0,0,0,0,0,250.0
ganpati heights apartment,1.25,sector 13,12077.0,1035.0,Plot area 115(7692.86 sq.m.),3,6,2,3.0,South-East,Old Property,house,,115.0,,0,0,0,0,1,0,7,345.0
vatika lifestyle homes,1.1,sector 83,6267.0,1755.23,Super Built up area 1755(163.04 sq.m.),3,3,2,8.0,South,Relatively New,flat,1755.0,,,1,0,1,1,0,2,174,585.0766666666667
maa bhagwati residency,0.45,sector 7,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,4.0,West,Relatively New,flat,,,900.0,0,0,0,0,0,0,28,450.0
emaar mgf emerald estate,1.7,sector 65,21013.0,809.02,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,7.0,South-East,Relatively New,flat,1395.0,,809.0,1,0,0,0,0,2,116,269.67333333333335
smart world gems,1.2,sector 89,8432.0,1423.15,Built Up area: 1423 (132.2 sq.m.),3,3,2,3.0,East,New Property,flat,,1423.0,,1,0,0,0,1,0,37,474.3833333333334
signature global park,0.85,sohna road,7863.0,1081.01,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),3,2,2,4.0,East,New Property,flat,1081.0,1080.0,670.0,0,0,0,0,0,0,23,360.33666666666664
microtek greenburg,1.25,sector 86,8445.0,1480.17,Super Built up area 1480(137.5 sq.m.),2,2,3,13.0,West,Moderately Old,flat,1480.0,,,1,0,0,0,0,0,6,740.085
prem kunj,0.5,sohna road road,7407.0,675.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,4,3,3.0,South-West,Relatively New,house,,725.0,675.0,0,0,0,1,0,0,22,337.5
shapoorji pallonji joyville gurugram,1.05,sector 102,11475.0,915.03,Carpet area: 915 (85.01 sq.m.),2,2,2,0.0,,Under Construction,flat,,,915.0,0,0,0,0,0,0,49,457.515
unitech greenwood city,2.4,sector 45,12346.0,1943.95,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,New Property,flat,216.0,,,0,1,0,0,0,2,19,647.9833333333333
sare homes,1.25,sector 92,6200.0,2016.13,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,,Under Construction,flat,,2040.0,,0,0,0,0,0,0,49,504.0325
unitech nirvana birch court,11.95,sector 50,36883.0,3240.0,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately Old,house,,3240.0,,1,1,0,0,0,0,101,1080.0
bestech park view city,1.76,sector 48,9909.0,1776.16,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,3,3+,9.0,South,Moderately Old,flat,1776.0,1576.0,1476.0,0,1,0,1,0,2,158,592.0533333333334
antriksh heights,0.73,sector 84,6083.0,1200.07,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2,2,3+,4.0,North-West,Relatively New,flat,1200.0,,870.0,1,0,1,1,0,0,158,600.035
unitech the residences,1.1,sector 33,9909.0,1110.1,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,9.0,East,Moderately Old,flat,1110.0,1100.0,1000.0,0,0,0,0,0,2,44,555.05
experion windchants,5.2,sector 112,10726.0,4848.03,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,flat,4848.0,3655.35,3500.0,0,1,0,1,0,2,174,1212.0075
paras dews,1.13,sector 106,6406.0,1763.97,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,18.0,North-West,Relatively New,flat,1760.0,1186.0,1130.0,1,1,0,0,0,0,49,587.99
ireo uptown,1.85,sector 66,12567.0,1472.11,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2,3,3,16.0,South-East,Relatively New,flat,1472.0,1470.0,1251.0,0,1,0,0,1,2,79,736.055
independent,17.0,sector 26,37627.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively New,house,,4518.0,,1,1,1,1,0,2,124,903.6
international city by sobha phase 2,5.65,sector 109,10463.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,North-East,New Property,house,,5400.0,,0,1,0,0,1,2,44,1350.0
ashiana mulberry,1.05,sohna road,5412.0,1940.13,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3,1.0,North,New Property,flat,1940.0,1175.97,834.96,1,0,0,0,0,0,49,970.065
signature global the millennia,0.65,sector 37d,10906.0,596.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596 sq.ft. (55.37 sq.m.),2,2,3,0.0,,New Property,flat,650.0,,596.0,0,0,0,0,0,0,40,298.0
tulip violet,1.6,sector 69,10139.0,1578.06,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,North-West,Relatively New,flat,1578.0,,,0,0,0,1,0,0,166,526.02
ireo the corridors,2.0,sector 67a,11580.0,1727.12,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,6.0,,Under Construction,flat,1727.0,,1017.0,0,0,0,0,1,0,15,575.7066666666666
kanchanjanga tower,1.45,sector 56,7631.0,1900.14,Super Built up area 1900(176.52 sq.m.),3,3,3+,2.0,North,Moderately Old,flat,1900.0,,,0,0,0,0,0,2,126,633.38
bestech park view spa next,2.32,sector 67,11989.0,1935.11,Super Built up area 1935(179.77 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,14.0,North-East,Moderately Old,flat,1935.0,,1600.0,0,1,0,0,0,2,59,645.0366666666666
aipl zen residences,1.82,sector 70a,10996.0,1655.15,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,12.0,South,Relatively New,flat,1655.0,1600.0,1550.0,0,0,0,0,0,0,108,551.7166666666667
imperia the esfera,1.4,sector 37c,5384.0,2600.3,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,9.0,North,Relatively New,flat,2600.0,,2100.0,1,1,0,1,1,0,49,650.075
ansal heights 86,0.64,sector 86,4706.0,1359.97,Built Up area: 1360 (126.35 sq.m.),2,2,1,3.0,,New Property,flat,,1360.0,,0,0,0,0,0,0,73,679.985
independent,3.6,sector 57,20833.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,2.0,South,Old Property,house,,1728.0,,1,1,1,1,0,0,110,432.0
bestech park view grand spa,4.0,sector 81,9523.0,4200.36,Super Built up area 4200(390.19 sq.m.),4,5,3+,15.0,West,Relatively New,flat,4200.0,,,0,1,0,0,0,2,127,1050.09
dlf regal gardens,1.27,sector 90,5499.0,2309.51,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,South-West,Relatively New,flat,1755.0,1500.0,1400.0,0,0,0,0,1,0,72,769.8366666666667
central park flower valley aqua front towers,1.7,sector 33,9449.0,1799.13,Super Built up area 1799(167.13 sq.m.)Carpet area: 1590 sq.ft. (147.72 sq.m.),3,3,3+,5.0,East,New Property,flat,1799.0,,1590.0,0,0,0,0,0,2,44,599.71
hero homes,1.6,dwarka expressway,7825.0,2044.73,Super Built up area 1689(156.91 sq.m.),3,3,3,1.0,,New Property,flat,1689.0,,,0,0,0,0,0,0,49,681.5766666666667
dlf city plots,13.5,sector 26,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately Old,house,,4518.0,,1,1,0,0,1,2,104,903.6
huda housing board colony,4.6,sector 31,31507.0,1460.0,Plot area 1460(135.64 sq.m.),2,4,3+,3.0,East,Old Property,house,,1460.0,,0,0,0,0,1,0,8,730.0
adani m2k oyster grande,1.9,sector 102,14074.0,1350.01,Super Built up area 1889(175.49 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,4,3,21.0,,Relatively New,flat,1889.0,,1350.0,0,1,0,0,0,0,60,450.00333333333333
dlf the skycourt,1.59,sector 86,8242.0,1929.14,Super Built up area 1929(179.21 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3,3,3,17.0,East,Relatively New,flat,1929.0,1700.0,1548.0,0,0,0,0,1,2,165,643.0466666666667
ss the leaf,2.13,sector 85,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,6.0,North,Relatively New,flat,2812.0,2600.0,2400.0,0,0,0,0,0,0,49,703.0625
vipul lavanya,0.6,sector 81,6666.0,900.09,Super Built up area 900(83.61 sq.m.),2,2,1,0.0,,Under Construction,flat,900.0,,,0,0,0,0,0,0,0,450.045
shapoorji pallonji joyville gurugram,1.95,sector 102,13928.0,1400.06,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,6.0,North-East,New Property,flat,1852.0,,1400.0,0,0,0,1,0,2,174,466.68666666666667
parsvnath exotica,5.0,sector 53,17271.0,2895.03,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,flat,2895.0,2500.0,2200.0,0,1,0,1,1,2,49,965.0100000000001
dlf regency park,1.35,sector 28,11992.0,1125.75,Built Up area: 1109 (103.03 sq.m.),2,2,2,1.0,,Moderately Old,flat,,1109.0,,0,0,0,0,0,0,0,562.875
independent,4.25,sector 10a,17955.0,2367.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,2,1.0,North-East,Undefined,house,,2367.0,1800.0,0,0,0,0,0,0,0,591.75
experion windchants,3.75,sector 112,13383.0,2802.06,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,2,21.0,West,Relatively New,flat,2802.0,2225.56,,0,1,0,0,0,2,159,934.02
ild greens,0.95,sector 37c,9223.0,1030.03,Super Built up area 1340(124.49 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),2,2,3+,11.0,South-West,Relatively New,flat,1340.0,,1030.0,0,0,1,1,0,2,119,515.015
avl 36 gurgaon,0.5,sector 36a,8333.0,600.02,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,5.0,,Undefined,flat,,600.0,500.0,0,0,0,0,0,0,0,600.02
adani brahma samsara vilasa,3.35,sector 63,16470.0,2034.0,Super Built up area 2034(188.96 sq.m.),3,3,3+,3.0,,New Property,flat,2034.0,,,0,0,0,0,0,2,16,678.0
m3m skywalk,1.5,sector 74,10714.0,1400.04,Carpet area: 1400 (130.06 sq.m.),2,2,1,8.0,,New Property,flat,,,1400.0,0,0,0,0,0,0,16,700.02
ambience creacions,3.2,sector 22,11500.0,2782.61,Super Built up area 2781(258.36 sq.m.),3,4,3+,2.0,North-East,New Property,flat,2781.0,,,0,0,0,0,0,0,42,927.5366666666667
tulip violet,1.66,sector 69,8408.0,1974.31,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,South-East,Relatively New,flat,1970.0,,,0,0,0,1,0,0,102,493.5775
mrg skyline,1.82,sector 106,13392.0,1359.02,Built Up area: 1359 (126.26 sq.m.)Carpet area: 952 sq.ft. (88.44 sq.m.),3,2,2,4.0,East,Undefined,flat,,1359.0,952.0,0,0,0,0,0,0,0,453.00666666666666
independent,3.55,sector 46,24500.0,1449.0,Plot area 161(134.62 sq.m.),5,4,3+,3.0,North-West,Moderately Old,house,,1449.0,,0,1,0,0,0,2,73,289.8
independent,1.35,sector 11,3857.0,3500.0,Plot area 3500(325.16 sq.m.),10,6,3+,3.0,,Old Property,house,,3500.0,,0,0,0,0,0,0,0,350.0
vatika city,2.64,sector 49,11725.0,2251.6,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3,4,3+,2.0,East,Moderately Old,flat,2251.42,1750.75,,0,1,0,1,0,2,140,750.5333333333333
emaar mgf palm hills,1.65,sector 77,8461.0,1950.12,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,flat,1950.0,,,0,1,0,0,0,0,100,487.53
puri diplomatic greens,3.65,sector 111,12372.0,2950.21,Super Built up area 2950(274.06 sq.m.),4,5,3+,17.0,West,Moderately Old,flat,2950.0,,,0,1,0,0,0,2,132,737.5525
godrej aria,1.45,sector 79,9062.0,1600.09,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2,2,3+,9.0,East,Relatively New,flat,1495.0,1494.0,,1,0,0,0,0,0,113,800.045
m3m capital,2.9,sector 113,12619.0,2298.12,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,Under Construction,flat,,,2298.0,1,1,0,0,0,0,49,574.53
bestech altura,1.85,sector 79,8604.0,2150.16,Super Built up area 2150(199.74 sq.m.),3,4,3+,11.0,North,New Property,flat,2150.0,,,0,1,0,0,0,0,49,716.7199999999999
la vida by tata housing,3.35,sector 113,16750.0,2000.0,Super Built up area 2691(250 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,12.0,North-East,New Property,flat,2691.0,2200.0,2000.0,1,1,0,0,0,0,174,666.6666666666666
emaar mgf marbella,15.1,sector 66,18605.0,8116.0,Plot area 754,5,5,3+,3.0,East,New Property,house,,8067.799999999999,,1,1,1,1,0,0,120,1623.2
mapsko mount ville,1.2,sector 79,13837.0,867.24,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,3,18.0,North,Relatively New,flat,1510.0,,867.24,1,0,0,1,0,2,160,289.08
breez global heights,0.39,sohna road,4105.0,950.06,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3.0,,Relatively New,flat,950.0,720.0,610.0,0,0,0,0,0,0,0,475.03
ild greens,1.05,sector 37c,7500.0,1400.0,Super Built up area 1875(174.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,,New Property,flat,1875.0,1500.0,1400.0,0,0,0,0,0,2,5,466.6666666666667
vatika xpressions,1.1,sector 88b,8148.0,1350.02,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,4,3+,2.0,North-East,Under Construction,flat,,1350.0,1050.0,1,0,0,0,0,0,58,675.01
ireo skyon,2.82,sector 60,12818.0,2200.03,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,2.0,South-East,Relatively New,flat,2403.0,2400.0,2200.0,0,1,0,0,0,2,174,733.3433333333334
experion windchants,5.31,sector 112,11204.0,4739.38,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4,6,3+,15.0,South,Relatively New,flat,4739.0,3573.33,3400.0,0,1,0,1,0,0,72,1184.845
gls avenue 51,0.45,sector 92,6000.0,750.0,Carpet area: 750 (69.68 sq.m.),3,3,1,10.0,North-East,Relatively New,flat,,,750.0,0,0,0,0,0,0,0,250.0
smart world orchard,2.2,sector 61,13496.0,1630.11,Carpet area: 1630 (151.43 sq.m.),3,3,2,3.0,,Under Construction,flat,,,1630.0,0,0,0,0,0,0,16,543.37
puri emerald bay,2.23,sector 104,9911.0,2250.03,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3+,10.0,East,Relatively New,flat,2450.0,,2250.0,0,1,0,0,0,2,159,750.0100000000001
central park flower valley cerise floors,1.3,sector 33,10743.0,1210.09,Super Built up area 1210(112.41 sq.m.),2,2,2,3.0,North,New Property,flat,1210.0,,,1,0,0,0,0,0,22,605.045
shapoorji pallonji joyville gurugram,1.24,sector 102,10205.0,1215.09,Super Built up area 1215(112.88 sq.m.),2,2,2,10.0,East,Relatively New,flat,1215.0,,,0,0,0,0,0,0,141,607.545
dlf the ultima,2.4,sector 81,11412.0,2103.05,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,12.0,North-East,Relatively New,flat,2103.0,1650.0,1257.0,0,1,0,0,0,1,49,701.0166666666668
tulip violet,3.25,sector 69,10105.0,3216.23,Super Built up area 3216(298.78 sq.m.),4,5,3+,14.0,,Relatively New,flat,3216.0,,,0,0,0,1,1,0,20,804.0575
independent,5.0,sector 23,16244.0,3078.0,Plot area 342(285.96 sq.m.),4,4,2,2.0,East,Old Property,house,,3078.0,,0,0,0,0,0,0,7,769.5
orchid petals,1.9,sector 49,10526.0,1805.05,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,flat,,,1805.0,0,1,0,0,0,2,95,601.6833333333333
signature global city 92,0.78,sector 92,11142.0,700.05,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,flat,1010.0,,700.0,0,0,0,0,1,0,24,350.025
puri emerald bay,1.32,sector 104,8516.0,1550.02,Super Built up area 1550(144 sq.m.),2,2,2,10.0,North-East,Relatively New,flat,1550.0,,,0,0,0,0,0,0,128,775.01
adani aangan arcade,0.45,sector 88a,7194.0,625.52,Carpet area: 625.47 (58.11 sq.m.),2,2,1,8.0,,New Property,flat,,,625.490229,0,0,0,0,0,0,14,312.76
ss the leaf,2.1,sector 85,7467.0,2812.37,Super Built up area 2812(261.24 sq.m.),4,5,3+,9.0,East,Relatively New,flat,2812.0,,,0,0,0,0,0,2,67,703.0925
huda ashok vihar phase,0.7,sector 4,10234.0,684.0,Plot area 684(63.55 sq.m.),3,2,1,2.0,North-East,New Property,house,,684.0,,1,0,0,0,0,0,7,228.0
parsvnath exotica,4.8,sector 53,14680.0,3269.75,Built Up area: 2895 (268.95 sq.m.),3,4,3+,12.0,North-West,New Property,flat,,2895.0,,0,0,0,0,0,0,69,1089.9166666666667
shree vardhman victoria,1.07,sector 70,7925.0,1350.16,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,North,Relatively New,flat,1350.0,,,1,0,0,0,0,0,108,675.08
godrej aria,1.1,sector 79,11482.0,958.02,Super Built up area 89,2,2,3,9.0,,New Property,flat,89.0,,,0,0,0,0,0,0,62,479.01
ansal heights,0.72,sector 92,4500.0,1600.0,Super Built up area 1935(179.77 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South-West,Relatively New,flat,1935.0,1700.0,1600.0,0,1,0,0,0,0,49,533.3333333333334
emaar gurgaon greens,1.39,sector 102,8424.0,1650.05,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively New,flat,1650.0,,,0,1,0,0,0,2,21,550.0166666666667
tulip violet,1.3,sector 69,8283.0,1569.48,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,Relatively New,flat,1568.0,,,0,0,0,1,0,0,86,523.16
ramsons kshitij,0.35,sector 95,5495.0,636.94,Built Up area: 637 (59.18 sq.m.),2,2,0,5.0,,Undefined,flat,,637.0,,0,0,0,0,0,0,0,318.47
experion windchants,3.0,sector 112,11538.0,2600.1,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,2,2.0,North,Relatively New,flat,2802.0,2600.0,2200.0,0,0,0,0,1,2,49,866.6999999999999
sbtl caladium,1.68,sector 109,6601.0,2545.07,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,Moderately Old,flat,2545.0,,,0,1,0,0,0,0,134,848.3566666666667
ramprastha the edge towers,0.8,sector 37d,5797.0,1380.02,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,North-East,Relatively New,flat,1380.0,1300.0,1200.0,0,0,0,0,0,0,78,690.01
shree vardhman flora,0.9,sector 90,4615.0,1950.16,Super Built up area 1950(181.16 sq.m.),3,4,3,4.0,East,Relatively New,flat,1950.0,,,0,1,0,0,0,0,165,650.0533333333334
ats triumph,2.63,sector 104,9563.0,2750.18,Super Built up area 3150(292.64 sq.m.)Carpet area: 2750 sq.ft. (255.48 sq.m.),4,4,3+,21.0,North,Relatively New,flat,3150.0,,2750.0,0,1,0,0,0,2,161,687.545
tulip violet,1.65,sector 69,8872.0,1859.78,Built Up area: 1578 (146.6 sq.m.),3,3,2,1.0,,Relatively New,flat,,1578.0,,0,0,0,0,0,2,69,619.9266666666666
suncity avenue 76,0.75,sector 76,10067.0,745.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2,2,2,11.0,North-East,New Property,house,,745.0,,0,0,0,0,0,0,40,372.5
bestech park view sanskruti,1.6,sector 92,7547.0,2120.05,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,East,Relatively New,flat,2120.0,,1450.0,0,1,0,0,0,2,60,706.6833333333334
green campus chs,0.9,manesar,3935.0,2287.17,Super Built up area 2287(212.47 sq.m.),3,3,3+,6.0,North-East,Moderately Old,flat,2287.0,,,0,1,0,0,0,0,5,762.39
dlf park place,6.75,sector 54,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,flat,2704.0,,1534.0,0,1,0,0,0,1,135,676.0
independent,3.5,sector 5,14787.0,2367.0,Plot area 263(219.9 sq.m.),5,4,2,2.0,North,Old Property,house,,2367.0,,0,0,0,1,1,0,36,473.4
vatika gurgaon,0.98,sector 83,8166.0,1200.1,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,flat,1445.0,1300.0,1200.0,0,0,0,0,0,2,96,600.05
suncity avenue 76,0.75,sector 76,10204.0,735.01,Super Built up area 735(68.28 sq.m.),2,2,2,11.0,,Under Construction,flat,735.0,,,0,0,0,0,0,0,57,367.505
ansal api celebrity suites,0.6,sector 2,8163.0,735.02,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,flat,735.0,,,0,0,0,0,0,2,67,735.02
tulip lemon,0.62,sector 69,12863.0,482.0,Carpet area: 482 (44.78 sq.m.),2,2,1,4.0,North-East,Relatively New,flat,,,482.0,0,0,0,0,0,2,108,241.0
guru gram haryana cghs,1.39,sector 56,7227.0,1923.34,Super Built up area 1920(178.37 sq.m.),3,3,3,4.0,North,Moderately Old,flat,1920.0,,,1,0,0,0,0,2,134,641.1133333333333
emaar mgf marbella,12.0,sector 66,37037.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,house,,3240.0,,1,1,1,1,0,2,160,810.0
dlf regal gardens,1.25,sector 90,6459.0,1935.28,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,10.0,South,Relatively New,flat,1703.0,1650.0,1600.0,0,0,0,0,1,2,38,645.0933333333334
independent,7.5,sector 82,23148.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,house,,3240.0,,0,1,0,1,0,2,135,648.0
signature global synera,0.5,sector 81,6802.0,735.08,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,6.0,South,Relatively New,flat,735.0,700.0,635.0,0,0,0,0,0,0,117,367.54
