sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
46.0,4,3,3.0,3.0,0.0,1808.0,0,0,2,1.0,0.0,1.79
19.0,2,2,3.0,1.0,0.0,1350.0,0,0,0,0.0,2.0,1.38
67.0,4,5,3.0,3.0,0.0,3182.0,1,0,2,1.0,0.0,4.85
57.0,5,5,2.0,3.0,1.0,3456.0,1,0,2,1.0,1.0,6.5
107.0,4,3,3.0,3.0,0.0,2533.0,1,0,0,2.0,0.0,1.19
65.0,1,1,1.0,2.0,0.0,475.0,0,0,0,1.0,1.0,0.52
41.0,3,4,2.0,0.0,0.0,1398.0,1,0,0,1.0,2.0,1.35
41.0,3,2,4.0,1.0,0.0,1409.0,0,0,0,1.0,0.0,1.35
95.0,3,4,4.0,4.0,0.0,1774.0,0,0,0,2.0,2.0,1.25
14.0,3,4,3.0,0.0,1.0,1836.0,0,0,2,1.0,2.0,3.6
98.0,2,2,3.0,3.0,0.0,1361.0,0,0,2,1.0,2.0,1.15
106.0,4,3,4.0,3.0,0.0,2107.0,1,1,0,2.0,2.0,1.75
113.0,2,2,2.0,3.0,0.0,789.0,0,0,1,1.0,2.0,0.46
97.0,3,3,3.0,3.0,0.0,1350.0,1,0,2,1.0,2.0,1.38
107.0,4,3,2.0,1.0,0.0,1983.0,0,0,2,1.0,0.0,0.95
103.0,2,2,3.0,1.0,0.0,1233.0,0,0,0,2.0,2.0,1.0
81.0,2,3,2.0,2.0,1.0,963.0,0,0,0,1.0,2.0,1.3
7.0,4,6,3.0,3.0,0.0,2602.0,1,0,0,1.0,2.0,2.45
59.0,3,3,4.0,0.0,0.0,1950.0,0,0,2,0.0,2.0,2.35
40.0,4,3,3.0,0.0,1.0,1449.0,0,1,2,2.0,1.0,3.5
103.0,3,3,2.0,4.0,0.0,1581.0,0,0,0,2.0,1.0,1.14
50.0,1,1,0.0,0.0,0.0,300.0,0,0,0,1.0,1.0,1.5
113.0,2,2,2.0,0.0,0.0,521.0,0,0,0,1.0,1.0,0.26
109.0,2,2,2.0,1.0,0.0,670.0,0,0,2,2.0,0.0,0.41
107.0,3,3,0.0,3.0,0.0,1423.0,0,0,0,2.0,1.0,0.85
30.0,4,4,3.0,3.0,1.0,2500.0,1,0,2,1.0,1.0,2.9
91.0,2,2,3.0,3.0,0.0,1325.0,0,0,0,1.0,2.0,1.12
7.0,4,5,0.0,3.0,1.0,4700.0,0,0,0,2.0,0.0,3.15
11.0,2,2,3.0,3.0,0.0,1281.0,0,0,2,2.0,2.0,0.9
94.0,2,2,2.0,3.0,0.0,664.0,0,1,2,1.0,2.0,0.45
98.0,2,2,3.0,3.0,0.0,1158.0,0,0,2,1.0,2.0,0.85
20.0,5,5,2.0,2.0,1.0,1350.0,0,0,0,1.0,2.0,1.5
63.0,3,3,4.0,0.0,0.0,2000.0,0,0,2,2.0,2.0,1.55
85.0,4,4,4.0,0.0,0.0,4500.0,1,0,2,0.0,1.0,5.0
2.0,3,3,3.0,0.0,0.0,1526.0,0,0,0,1.0,1.0,0.68
59.0,4,4,4.0,0.0,1.0,1760.0,1,0,2,2.0,2.0,7.35
103.0,2,2,2.0,1.0,0.0,1371.0,0,0,0,1.0,1.0,0.97
99.0,3,4,2.0,3.0,0.0,1616.0,1,0,0,2.0,2.0,1.38
99.0,3,4,2.0,3.0,0.0,1616.0,1,0,2,1.0,2.0,1.25
105.0,2,2,3.0,3.0,0.0,1225.0,0,0,2,1.0,0.0,0.65
108.0,3,4,2.0,3.0,0.0,1350.0,0,0,2,2.0,0.0,1.25
70.0,4,4,3.0,3.0,0.0,2650.0,1,0,2,1.0,0.0,3.75
59.0,3,4,4.0,0.0,0.0,1870.0,1,0,2,0.0,2.0,1.8
57.0,5,4,2.0,2.0,1.0,3420.0,1,1,0,2.0,1.0,6.75
47.0,6,6,4.0,2.0,1.0,1836.0,1,0,2,2.0,2.0,4.0
71.0,3,3,3.0,4.0,0.0,1721.0,0,0,0,1.0,1.0,2.17
10.0,4,4,4.0,3.0,0.0,2100.0,1,0,2,0.0,0.0,1.35
52.0,3,9,4.0,0.0,1.0,1935.0,1,0,2,2.0,2.0,5.3
46.0,3,3,2.0,4.0,0.0,1450.0,0,0,0,2.0,1.0,1.07
8.0,4,4,4.0,3.0,0.0,2898.0,1,0,2,1.0,0.0,2.65
2.0,3,3,4.0,0.0,0.0,2944.0,1,0,0,1.0,2.0,1.25
19.0,2,2,2.0,3.0,0.0,1199.0,0,0,0,1.0,2.0,1.32
38.0,2,2,0.0,0.0,1.0,130.0,0,0,0,1.0,1.0,0.75
82.0,3,5,3.0,3.0,0.0,1527.0,1,0,0,0.0,2.0,1.65
18.0,4,5,4.0,3.0,0.0,3655.35,1,0,2,0.0,2.0,5.49
94.0,3,3,4.0,3.0,0.0,1750.0,1,0,1,1.0,0.0,2.28
10.0,3,3,3.0,3.0,0.0,1145.0,0,0,0,0.0,0.0,1.2
7.0,1,1,1.0,3.0,0.0,400.0,0,0,0,1.0,2.0,0.23
100.0,2,2,1.0,1.0,0.0,1231.0,0,0,2,1.0,0.0,0.87
41.0,2,2,3.0,4.0,0.0,1385.0,0,0,0,2.0,0.0,1.25
52.0,3,3,4.0,2.0,0.0,1385.0,0,1,2,0.0,2.0,1.5
98.0,2,2,4.0,3.0,0.0,1222.0,0,0,0,2.0,2.0,0.69
73.0,4,4,0.0,1.0,0.0,3950.0,0,0,0,2.0,2.0,7.8
61.0,9,9,4.0,0.0,1.0,2700.0,1,0,2,1.0,2.0,5.5
80.0,4,5,4.0,3.0,0.0,2200.0,1,0,0,0.0,2.0,1.8
8.0,3,3,4.0,1.0,0.0,2544.0,1,0,0,2.0,2.0,1.95
103.0,2,2,2.0,1.0,0.0,1226.0,0,0,0,1.0,1.0,1.0
82.0,3,4,3.0,3.0,0.0,1527.0,1,0,2,1.0,2.0,1.65
2.0,3,4,3.0,3.0,0.0,2717.0,1,0,0,1.0,2.0,0.75
20.0,3,3,3.0,3.0,1.0,900.0,0,0,0,1.0,2.0,0.38
53.0,5,4,2.0,0.0,1.0,3240.0,1,0,2,1.0,1.0,8.5
56.0,3,3,3.0,2.0,0.0,1700.0,0,0,2,2.0,0.0,1.6
83.0,3,3,3.0,1.0,0.0,1750.0,1,0,0,2.0,1.0,1.6
106.0,4,4,3.0,1.0,1.0,2430.0,0,0,2,1.0,1.0,3.6
76.0,3,3,3.0,3.0,0.0,2000.0,1,0,2,1.0,2.0,2.99
68.0,3,1,0.0,4.0,0.0,2295.0,0,0,0,1.0,1.0,3.9
11.0,2,2,2.0,3.0,0.0,543.0,0,0,0,1.0,0.0,0.28
13.0,3,3,2.0,3.0,0.0,2303.0,1,0,0,0.0,2.0,1.63
78.0,3,3,2.0,4.0,0.0,1563.0,0,0,0,2.0,2.0,2.08
83.0,2,2,3.0,0.0,0.0,1285.0,0,0,0,1.0,2.0,1.2
94.0,4,5,4.0,3.0,0.0,3070.0,1,0,2,0.0,2.0,3.3
61.0,6,5,4.0,0.0,1.0,3132.0,0,0,0,1.0,2.0,8.0
91.0,2,2,3.0,4.0,0.0,1578.0,0,0,0,2.0,0.0,1.45
103.0,2,2,2.0,4.0,0.0,804.0,0,0,0,2.0,1.0,0.95
15.0,4,3,2.0,2.0,1.0,1800.0,0,0,0,1.0,1.0,2.2
54.0,4,4,3.0,0.0,1.0,900.0,0,1,2,1.0,2.0,2.4
12.0,3,3,2.0,3.0,0.0,1500.0,1,0,0,2.0,1.0,0.85
36.0,2,2,0.0,2.0,0.0,1056.0,0,0,0,2.0,2.0,1.35
82.0,3,3,2.0,4.0,0.0,1457.0,0,0,0,1.0,1.0,1.13
56.0,5,7,3.0,0.0,1.0,2727.0,1,0,2,2.0,1.0,5.15
8.0,2,2,4.0,3.0,0.0,1269.0,0,0,0,2.0,2.0,0.85
103.0,2,3,3.0,4.0,0.0,998.0,0,0,0,1.0,2.0,0.86
27.0,3,4,2.0,0.0,1.0,900.0,0,0,0,1.0,1.0,0.4
109.0,2,2,1.0,3.0,0.0,610.0,0,0,2,2.0,2.0,0.31
36.0,2,2,1.0,2.0,0.0,722.0,0,0,2,1.0,1.0,0.5
30.0,2,2,2.0,0.0,0.0,706.0,0,0,0,1.0,1.0,0.16
95.0,2,2,2.0,3.0,0.0,1202.0,0,0,2,2.0,0.0,0.89
9.0,3,3,1.0,0.0,1.0,1125.0,0,0,0,1.0,1.0,1.3
70.0,2,3,2.0,3.0,0.0,1403.0,0,0,0,2.0,2.0,2.5
85.0,4,5,4.0,3.0,1.0,7000.0,0,0,2,1.0,2.0,8.6
45.0,2,3,3.0,3.0,0.0,1442.0,0,0,0,1.0,2.0,0.86
13.0,3,2,2.0,3.0,0.0,1701.0,0,0,0,0.0,2.0,1.2
13.0,3,3,4.0,3.0,0.0,1466.0,0,1,0,2.0,2.0,1.4
113.0,2,2,1.0,1.0,0.0,590.0,0,0,0,1.0,2.0,0.45
113.0,2,2,3.0,3.0,0.0,1095.0,0,0,0,0.0,2.0,0.72
33.0,3,5,4.0,2.0,1.0,1800.0,0,0,2,1.0,2.0,6.0
98.0,3,3,3.0,3.0,0.0,1652.0,0,0,0,2.0,0.0,0.9
56.0,3,4,3.0,0.0,0.0,4778.0,0,0,0,2.0,0.0,5.0
75.0,3,3,3.0,3.0,0.0,1828.95,0,0,0,2.0,0.0,2.78
85.0,4,5,4.0,3.0,0.0,2800.0,1,0,2,0.0,2.0,4.0
94.0,3,3,4.0,3.0,0.0,1650.0,1,0,1,1.0,2.0,2.12
51.0,9,9,4.0,0.0,1.0,5000.0,1,1,2,2.0,2.0,9.25
109.0,2,2,2.0,3.0,0.0,507.0,0,0,0,2.0,0.0,0.29
29.0,3,5,4.0,1.0,0.0,2796.0,1,0,1,2.0,2.0,3.99
39.0,2,2,1.0,2.0,0.0,896.0,0,0,0,2.0,2.0,0.69
71.0,2,2,2.0,4.0,0.0,1244.0,0,0,0,2.0,2.0,1.7
13.0,7,6,3.0,3.0,1.0,3600.0,1,0,0,2.0,2.0,9.5
113.0,2,1,3.0,1.0,0.0,828.0,0,0,0,2.0,1.0,0.54
95.0,4,5,4.0,3.0,0.0,2195.0,1,0,0,2.0,2.0,1.6
11.0,3,3,3.0,3.0,0.0,1758.0,0,0,0,2.0,2.0,1.32
74.0,2,2,2.0,4.0,0.0,978.0,0,0,0,1.0,1.0,1.65
113.0,2,3,2.0,1.0,1.0,1053.0,0,0,2,1.0,1.0,1.55
76.0,4,4,3.0,3.0,0.0,2501.0,1,0,0,1.0,2.0,2.7
61.0,4,4,3.0,0.0,0.0,2100.0,0,0,0,1.0,1.0,1.55
66.0,3,2,4.0,0.0,0.0,273.0,0,0,0,2.0,1.0,1.5
103.0,2,2,2.0,1.0,0.0,998.0,0,0,0,1.0,1.0,0.9
107.0,3,2,2.0,3.0,0.0,1131.0,0,0,0,2.0,1.0,0.51
17.0,3,4,2.0,3.0,0.0,2086.0,1,0,2,0.0,2.0,2.65
6.0,2,2,1.0,3.0,0.0,582.0,0,1,0,0.0,2.0,0.48
107.0,4,5,4.0,0.0,0.0,1895.0,0,0,2,2.0,0.0,0.92
109.0,3,2,2.0,1.0,0.0,761.0,0,0,0,1.0,2.0,0.4
90.0,3,3,2.0,3.0,0.0,1730.0,0,0,2,2.0,2.0,0.95
103.0,2,2,2.0,0.0,0.0,1032.0,0,0,0,1.0,2.0,0.75
113.0,2,2,2.0,1.0,0.0,577.0,0,0,0,1.0,1.0,0.32
105.0,2,2,1.0,1.0,0.0,696.0,0,0,2,1.0,1.0,0.45
16.0,1,1,0.0,3.0,1.0,500.0,0,0,0,1.0,1.0,0.34
83.0,4,4,4.0,1.0,1.0,2610.0,0,0,0,1.0,2.0,4.7
99.0,4,4,3.0,3.0,0.0,2600.0,0,0,0,1.0,1.0,2.1
13.0,4,4,4.0,1.0,1.0,2430.0,1,0,0,2.0,1.0,5.5
2.0,3,3,4.0,0.0,0.0,1914.0,1,0,0,1.0,2.0,0.75
105.0,4,5,2.0,3.0,0.0,2134.0,1,0,0,2.0,2.0,1.3
91.0,2,2,3.0,1.0,0.0,1423.0,0,0,0,1.0,2.0,1.29
79.0,2,2,2.0,3.0,0.0,1250.0,0,0,2,1.0,0.0,1.02
74.0,2,2,2.0,4.0,0.0,1372.0,0,0,0,1.0,2.0,1.4
91.0,2,2,3.0,1.0,0.0,1423.0,0,0,0,1.0,2.0,1.3
113.0,1,1,1.0,3.0,0.0,438.0,0,0,0,1.0,1.0,0.21
107.0,3,3,2.0,3.0,0.0,1574.0,0,0,0,1.0,2.0,0.65
89.0,3,3,3.0,1.0,0.0,1600.0,1,0,2,1.0,1.0,1.79
88.0,2,2,2.0,4.0,0.0,823.0,0,0,0,1.0,2.0,0.55
42.0,3,2,3.0,4.0,0.0,1244.0,0,0,0,1.0,1.0,0.72
83.0,3,4,3.0,3.0,0.0,2350.18,1,0,0,1.0,0.0,2.8
105.0,4,4,4.0,0.0,0.0,2468.0,0,0,0,2.0,0.0,1.8
101.0,3,3,3.0,1.0,0.0,1642.0,0,0,0,2.0,2.0,1.29
62.0,4,4,3.0,0.0,0.0,3068.0,1,0,2,2.0,2.0,6.44
75.0,3,3,3.0,3.0,0.0,1833.0,1,0,2,2.0,2.0,2.35
113.0,2,2,1.0,1.0,0.0,522.0,0,0,0,1.0,1.0,0.36
6.0,3,4,4.0,3.0,0.0,1757.0,1,0,0,0.0,0.0,1.9
6.0,3,4,4.0,3.0,0.0,1748.0,1,0,2,2.0,0.0,1.75
103.0,3,3,2.0,1.0,0.0,1423.0,0,0,0,1.0,1.0,1.2
31.0,4,4,3.0,4.0,1.0,2844.0,1,1,2,0.0,2.0,3.51
80.0,4,5,4.0,3.0,0.0,2172.0,1,0,2,0.0,2.0,1.92
80.0,3,3,2.0,3.0,0.0,1428.0,0,0,2,2.0,1.0,1.55
13.0,1,1,2.0,3.0,0.0,965.0,0,0,0,1.0,2.0,1.7
27.0,4,4,4.0,0.0,1.0,2400.0,1,0,0,1.0,1.0,4.0
90.0,2,2,2.0,0.0,0.0,1224.0,0,0,0,1.0,2.0,0.7
90.0,3,4,3.0,0.0,0.0,1668.0,1,0,0,2.0,2.0,0.88
58.0,1,1,1.0,3.0,0.0,648.0,0,0,0,1.0,2.0,0.26
12.0,3,2,4.0,3.0,0.0,1550.0,1,0,2,0.0,0.0,1.2
56.0,4,4,1.0,0.0,1.0,7000.0,0,0,0,1.0,1.0,18.5
91.0,3,3,3.0,3.0,0.0,2167.0,0,0,2,2.0,1.0,1.1
75.0,3,3,4.0,3.0,0.0,1649.96,0,0,0,1.0,2.0,2.6
27.0,2,2,3.0,2.0,0.0,1416.0,0,0,0,2.0,2.0,1.18
97.0,2,2,2.0,3.0,0.0,1154.0,0,0,0,0.0,0.0,0.83
56.0,3,6,2.0,0.0,1.0,2592.0,1,0,2,2.0,1.0,5.5
31.0,8,5,4.0,2.0,1.0,540.0,0,0,0,1.0,2.0,1.6
8.0,3,4,4.0,3.0,0.0,2072.0,1,0,0,2.0,0.0,1.75
75.0,4,4,3.0,3.0,0.0,1975.05,1,0,0,1.0,1.0,2.85
83.0,3,3,3.0,3.0,0.0,1946.0,1,0,0,2.0,0.0,2.4
35.0,3,3,3.0,0.0,0.0,1777.0,1,0,0,2.0,2.0,2.3
64.0,4,3,4.0,0.0,0.0,2000.0,0,0,1,1.0,2.0,1.9
8.0,3,3,1.0,0.0,1.0,900.0,0,0,1,1.0,1.0,0.62
99.0,2,2,1.0,4.0,0.0,97.0,0,0,0,1.0,0.0,1.05
103.0,2,2,2.0,4.0,0.0,1230.0,0,0,0,1.0,1.0,1.0
100.0,3,4,3.0,3.0,0.0,1715.0,1,0,0,2.0,2.0,1.65
0.0,3,3,2.0,4.0,0.0,1303.0,0,0,0,1.0,2.0,1.3
7.0,3,3,4.0,3.0,0.0,1683.0,0,0,0,1.0,0.0,1.65
107.0,3,4,3.0,3.0,0.0,1805.0,1,0,0,1.0,2.0,1.55
32.0,3,2,3.0,2.0,1.0,1350.0,0,0,0,1.0,1.0,4.25
113.0,2,2,3.0,3.0,0.0,1154.0,0,0,0,0.0,2.0,0.71
59.0,4,5,2.0,0.0,1.0,4000.0,1,0,2,2.0,2.0,10.45
100.0,2,2,2.0,1.0,0.0,1360.0,0,0,0,2.0,2.0,0.78
6.0,3,3,3.0,4.0,0.0,1653.0,0,0,0,0.0,0.0,2.5
89.0,3,4,3.0,3.0,0.0,1310.0,1,0,0,1.0,2.0,1.25
99.0,2,3,3.0,3.0,0.0,1420.0,0,0,2,0.0,0.0,1.18
80.0,3,3,2.0,3.0,0.0,1455.0,0,0,0,2.0,1.0,1.43
36.0,1,1,0.0,0.0,1.0,3800.0,0,0,0,1.0,1.0,3.5
71.0,3,3,3.0,0.0,0.0,1538.0,0,0,2,2.0,0.0,2.0
12.0,2,2,3.0,3.0,0.0,1548.0,0,0,0,1.0,1.0,0.7
103.0,3,3,2.0,4.0,0.0,1473.0,0,0,0,2.0,2.0,1.13
94.0,2,2,2.0,3.0,0.0,667.0,0,0,0,1.0,2.0,0.39
19.0,3,4,3.0,3.0,0.0,1930.0,1,0,0,0.0,2.0,2.35
22.0,5,4,2.0,2.0,1.0,2250.0,0,0,2,2.0,1.0,4.15
78.0,2,2,1.0,1.0,0.0,657.0,0,0,0,1.0,0.0,0.7
83.0,3,3,4.0,3.0,0.0,2150.0,0,0,0,1.0,0.0,2.75
59.0,3,3,2.0,3.0,0.0,1245.0,0,1,2,2.0,2.0,1.4
55.0,3,4,4.0,0.0,0.0,1916.0,1,0,0,2.0,2.0,2.4
73.0,1,1,2.0,1.0,0.0,804.0,0,0,0,1.0,2.0,0.88
100.0,3,3,3.0,0.0,0.0,1747.0,1,0,2,0.0,0.0,1.3
80.0,4,4,2.0,3.0,0.0,1819.0,0,0,0,2.0,1.0,1.7
46.0,5,5,4.0,3.0,1.0,1900.0,0,0,0,1.0,1.0,2.5
105.0,4,5,2.0,3.0,0.0,2330.0,1,0,0,0.0,2.0,1.25
6.0,2,2,2.0,3.0,0.0,915.0,0,0,0,1.0,0.0,0.95
67.0,2,2,1.0,3.0,0.0,1528.0,0,0,2,1.0,2.0,2.2
91.0,2,2,4.0,1.0,0.0,1223.0,0,0,2,1.0,2.0,1.1
32.0,6,7,4.0,0.0,1.0,1800.0,1,0,2,2.0,1.0,6.6
52.0,7,7,3.0,3.0,1.0,963.0,0,0,1,1.0,2.0,2.5
13.0,3,2,4.0,3.0,0.0,1477.0,0,0,0,2.0,0.0,1.35
97.0,3,3,3.0,3.0,0.0,1600.0,1,0,2,0.0,2.0,1.76
75.0,4,4,4.0,3.0,0.0,1975.11,1,0,0,2.0,1.0,3.0
59.0,3,3,4.0,0.0,0.0,1830.0,0,0,2,0.0,0.0,1.82
59.0,5,6,4.0,0.0,1.0,3240.0,1,1,2,0.0,2.0,10.3
99.0,4,5,4.0,3.0,0.0,2017.0,1,0,0,1.0,2.0,1.73
27.0,2,2,1.0,3.0,0.0,1100.0,0,0,0,2.0,1.0,0.95
65.0,1,1,2.0,2.0,0.0,543.0,0,0,0,2.0,2.0,0.45
12.0,3,3,3.0,3.0,0.0,1460.0,0,0,0,1.0,0.0,2.45
8.0,3,2,2.0,1.0,0.0,1094.0,0,0,0,1.0,0.0,1.35
72.0,2,2,2.0,1.0,0.0,1200.0,0,0,1,0.0,2.0,2.45
46.0,1,1,0.0,3.0,1.0,1535.0,0,0,0,1.0,1.0,1.16
74.0,3,3,4.0,4.0,0.0,2667.0,0,0,0,2.0,1.0,3.7
75.0,3,3,2.0,4.0,0.0,1654.0,0,0,0,1.0,2.0,2.44
101.0,3,2,2.0,4.0,0.0,663.0,0,0,0,1.0,1.0,0.5
0.0,1,5,4.0,1.0,1.0,600.0,0,0,0,1.0,2.0,0.85
61.0,1,1,0.0,0.0,0.0,278.0,0,0,2,1.0,1.0,0.29
95.0,3,3,4.0,3.0,0.0,1844.0,1,1,2,0.0,1.0,1.16
49.0,3,3,0.0,0.0,1.0,1130.0,0,0,0,1.0,1.0,0.85
46.0,2,2,3.0,1.0,0.0,625.0,0,0,0,1.0,2.0,0.6
37.0,3,4,2.0,3.0,1.0,900.0,0,0,0,1.0,1.0,1.0
33.0,7,9,4.0,3.0,1.0,11111.0,1,1,2,2.0,2.0,18.25
31.0,3,4,4.0,2.0,0.0,3700.0,1,0,1,2.0,2.0,5.8
56.0,4,5,3.0,0.0,1.0,3195.0,1,1,2,2.0,1.0,7.69
20.0,3,3,2.0,3.0,0.0,1178.0,0,0,0,1.0,2.0,0.6
97.0,3,3,2.0,3.0,0.0,1570.0,0,0,2,2.0,2.0,1.4
49.0,3,3,2.0,2.0,1.0,2250.0,0,0,0,1.0,1.0,3.25
51.0,1,1,0.0,0.0,1.0,1200.0,0,0,0,1.0,1.0,1.65
98.0,2,2,3.0,1.0,0.0,1222.0,0,0,0,1.0,2.0,0.85
101.0,3,3,4.0,3.0,0.0,1990.0,0,0,0,2.0,2.0,1.3
96.0,3,3,3.0,0.0,0.0,1677.0,0,0,0,1.0,0.0,1.85
11.0,2,2,2.0,3.0,0.0,608.0,0,0,0,1.0,2.0,0.35
107.0,4,4,0.0,3.0,0.0,2040.0,0,0,0,1.0,2.0,1.3
111.0,2,2,3.0,3.0,0.0,1390.0,0,0,0,1.0,1.0,1.05
37.0,2,2,1.0,3.0,0.0,600.0,0,0,0,2.0,2.0,0.28
95.0,2,2,4.0,3.0,0.0,1299.0,0,0,2,2.0,2.0,0.94
96.0,5,5,4.0,3.0,0.0,2896.0,0,0,1,1.0,0.0,3.5
11.0,2,2,1.0,3.0,0.0,494.0,0,0,0,2.0,0.0,0.5
57.0,4,4,4.0,0.0,0.0,2157.0,1,0,0,2.0,2.0,2.9
13.0,3,4,3.0,3.0,0.0,1860.0,1,1,0,1.0,0.0,2.22
9.0,2,2,0.0,0.0,1.0,100.0,0,0,0,1.0,1.0,0.5
45.0,3,3,4.0,4.0,0.0,1697.0,0,0,0,2.0,2.0,1.0
109.0,2,2,2.0,3.0,0.0,1300.0,0,0,0,2.0,2.0,0.43
52.0,3,3,2.0,2.0,0.0,1294.0,0,0,2,2.0,0.0,2.09
103.0,2,2,2.0,1.0,0.0,1105.0,0,0,0,1.0,1.0,0.9
95.0,3,4,2.0,3.0,0.0,1620.0,1,0,0,2.0,0.0,0.97
77.0,3,3,4.0,3.0,0.0,2047.13,0,0,2,0.0,2.0,2.78
18.0,3,5,4.0,3.0,0.0,3405.0,1,0,2,1.0,2.0,4.75
9.0,3,2,1.0,0.0,1.0,3889.0,0,0,0,1.0,1.0,1.15
57.0,4,4,3.0,0.0,0.0,2200.0,1,0,2,2.0,2.0,3.0
97.0,2,2,3.0,3.0,0.0,1300.0,0,0,2,2.0,2.0,0.95
99.0,2,2,3.0,3.0,0.0,1660.0,0,0,0,1.0,0.0,1.2
79.0,2,2,3.0,1.0,0.0,1127.0,0,0,0,2.0,0.0,1.1
12.0,2,2,3.0,0.0,0.0,1720.0,0,0,2,1.0,1.0,0.7
18.0,4,6,4.0,0.0,0.0,3662.34,1,0,2,0.0,0.0,5.6
33.0,6,8,4.0,0.0,1.0,4500.0,1,1,2,2.0,2.0,19.0
17.0,5,5,4.0,3.0,1.0,8000.0,1,0,0,2.0,2.0,9.0
13.0,3,4,4.0,3.0,0.0,2100.0,1,0,2,0.0,0.0,2.1
99.0,3,3,2.0,0.0,0.0,1350.0,0,0,0,1.0,2.0,0.72
83.0,2,2,4.0,1.0,0.0,1180.0,0,0,2,2.0,0.0,1.34
96.0,4,4,3.0,4.0,0.0,3902.0,1,1,2,2.0,2.0,2.91
75.0,2,2,3.0,4.0,0.0,1141.0,0,0,2,1.0,0.0,2.33
11.0,2,2,4.0,3.0,0.0,1236.0,0,0,0,1.0,2.0,0.9
109.0,2,2,1.0,1.0,0.0,694.0,0,0,2,2.0,0.0,0.33
94.0,4,5,2.0,3.0,0.0,3017.0,1,0,2,2.0,2.0,2.91
99.0,2,2,4.0,3.0,0.0,1380.0,0,1,0,0.0,1.0,1.2
100.0,3,3,1.0,3.0,0.0,1750.0,0,0,2,0.0,0.0,1.58
113.0,2,2,4.0,3.0,0.0,1131.0,0,0,0,2.0,2.0,0.87
41.0,3,3,3.0,4.0,0.0,1619.0,0,0,0,1.0,0.0,1.7
106.0,2,2,4.0,0.0,0.0,1271.0,0,0,0,2.0,2.0,0.96
12.0,3,4,2.0,3.0,0.0,2343.1,1,0,0,1.0,0.0,3.95
12.0,2,2,1.0,0.0,0.0,1468.0,0,0,0,1.0,2.0,0.7
83.0,4,4,4.0,3.0,1.0,5500.0,1,1,0,2.0,2.0,4.02
80.0,4,3,0.0,3.0,0.0,1826.0,0,0,0,1.0,1.0,1.0
109.0,3,2,1.0,3.0,0.0,716.0,0,0,2,2.0,1.0,0.38
7.0,2,2,2.0,3.0,0.0,1222.0,0,0,0,1.0,1.0,0.9
12.0,3,4,0.0,3.0,0.0,2850.0,0,0,0,1.0,0.0,1.5
6.0,3,3,3.0,3.0,0.0,1388.0,1,0,0,2.0,2.0,1.3
80.0,4,4,2.0,3.0,0.0,1819.0,0,0,0,0.0,1.0,1.95
52.0,8,8,3.0,0.0,1.0,3762.0,1,1,1,0.0,2.0,10.85
63.0,3,3,3.0,0.0,0.0,1381.99,0,0,0,1.0,1.0,5.7
46.0,3,3,3.0,4.0,0.0,1535.0,0,0,0,1.0,1.0,1.36
99.0,3,4,3.0,3.0,0.0,2399.0,0,1,0,0.0,0.0,1.98
19.0,3,3,4.0,3.0,0.0,1890.0,0,0,0,0.0,2.0,2.45
7.0,2,3,3.0,3.0,0.0,1613.0,1,0,2,2.0,2.0,0.93
71.0,3,3,2.0,1.0,0.0,1721.0,0,0,0,2.0,2.0,2.0
12.0,3,3,3.0,3.0,0.0,1663.0,0,0,0,0.0,2.0,0.8
66.0,3,3,3.0,0.0,1.0,1650.0,0,1,2,2.0,1.0,4.75
11.0,2,2,4.0,3.0,0.0,1236.0,0,0,2,1.0,2.0,0.9
13.0,5,5,4.0,3.0,1.0,3600.0,1,1,0,2.0,1.0,9.5
7.0,3,3,4.0,1.0,0.0,1500.0,0,0,0,2.0,2.0,1.1
20.0,7,7,3.0,2.0,1.0,2700.0,0,0,0,1.0,1.0,2.9
69.0,6,4,0.0,0.0,1.0,240.0,0,0,0,1.0,2.0,1.0
107.0,2,2,3.0,4.0,0.0,1195.0,0,0,0,1.0,0.0,0.6
35.0,9,9,4.0,0.0,1.0,3240.0,1,1,2,2.0,1.0,11.25
65.0,4,4,4.0,2.0,0.0,2000.0,0,0,2,2.0,2.0,1.99
94.0,2,2,2.0,4.0,0.0,1194.0,0,0,0,1.0,1.0,0.96
57.0,5,5,4.0,0.0,0.0,3724.0,1,0,0,1.0,0.0,4.52
63.0,3,4,4.0,0.0,0.0,1607.02,1,0,1,0.0,2.0,4.85
7.0,4,3,4.0,4.0,1.0,4000.0,0,0,0,2.0,0.0,3.25
113.0,2,2,4.0,3.0,0.0,1131.0,0,0,0,0.0,0.0,0.72
109.0,2,2,1.0,3.0,0.0,563.0,0,0,1,1.0,2.0,0.32
99.0,2,2,3.0,3.0,0.0,1485.0,0,0,0,1.0,2.0,1.12
7.0,2,2,3.0,3.0,0.0,1338.0,0,1,2,0.0,2.0,1.01
99.0,4,5,4.0,3.0,0.0,2545.0,1,1,0,2.0,1.0,2.0
35.0,10,10,4.0,3.0,1.0,8056.0,0,0,0,1.0,1.0,13.0
82.0,3,3,3.0,1.0,0.0,1765.0,1,1,0,1.0,2.0,1.9
29.0,3,3,3.0,3.0,0.0,1860.09,0,0,1,2.0,2.0,2.55
94.0,2,2,1.0,3.0,0.0,613.0,0,0,2,2.0,2.0,0.48
