sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
9.0,3,3,0.0,0.0,1.0,450.0,0,0,0,1.0,2.0,0.6
113.0,2,2,1.0,3.0,0.0,535.0,0,0,0,1.0,1.0,0.26
33.0,3,3,2.0,0.0,1.0,1350.0,1,0,0,2.0,1.0,4.5
17.0,4,5,4.0,3.0,0.0,2996.0,1,0,1,0.0,2.0,3.9
83.0,2,2,3.0,1.0,0.0,1142.0,0,0,0,2.0,0.0,1.65
49.0,2,3,2.0,2.0,1.0,540.0,0,0,0,1.0,2.0,0.5
59.0,4,3,3.0,0.0,0.0,10000.0,1,0,0,1.0,2.0,8.0
52.0,3,3,2.0,2.0,0.0,1467.0,1,0,1,1.0,1.0,2.0
78.0,2,2,2.0,3.0,0.0,1500.0,0,1,2,1.0,2.0,1.5
31.0,4,4,4.0,3.0,1.0,1350.0,1,0,2,2.0,1.0,5.25
52.0,9,9,4.0,3.0,1.0,2700.0,1,0,1,1.0,2.0,7.85
71.0,3,3,3.0,1.0,0.0,1223.0,1,0,0,2.0,2.0,2.45
85.0,4,5,4.0,3.0,0.0,2625.0,1,0,0,1.0,2.0,3.5
97.0,3,4,3.0,3.0,0.0,1551.0,1,1,2,0.0,2.0,1.8
8.0,2,2,2.0,3.0,0.0,1403.0,0,0,0,2.0,0.0,1.59
56.0,4,4,4.0,3.0,1.0,2160.0,1,1,2,0.0,2.0,8.25
97.0,3,3,2.0,3.0,0.0,1792.0,1,0,0,2.0,1.0,1.25
35.0,3,5,4.0,2.0,0.0,2590.0,0,0,0,1.0,2.0,3.0
30.0,8,8,2.0,0.0,1.0,2520.0,1,0,2,2.0,2.0,5.5
68.0,3,3,3.0,4.0,0.0,2550.0,0,0,0,1.0,2.0,3.78
89.0,3,3,4.0,1.0,0.0,1451.0,0,1,2,2.0,2.0,1.35
50.0,9,9,4.0,0.0,1.0,2367.0,1,1,2,2.0,2.0,5.0
100.0,2,2,1.0,4.0,0.0,646.0,0,0,0,2.0,2.0,0.45
32.0,5,6,4.0,2.0,1.0,3618.0,0,0,2,2.0,2.0,13.5
41.0,2,2,2.0,4.0,0.0,623.0,0,0,0,1.0,2.0,0.4
101.0,3,3,4.0,1.0,0.0,1582.37,0,0,0,2.0,2.0,2.65
113.0,2,2,3.0,1.0,0.0,661.0,0,0,0,1.0,0.0,0.4
107.0,4,3,2.0,1.0,0.0,1778.0,0,0,0,1.0,0.0,1.1
45.0,3,4,4.0,1.0,0.0,2134.0,1,0,0,2.0,0.0,1.5
42.0,3,2,3.0,4.0,0.0,978.0,0,0,0,1.0,2.0,0.72
99.0,3,4,3.0,1.0,0.0,2179.0,0,0,0,1.0,2.0,1.65
107.0,4,3,3.0,4.0,0.0,2040.0,1,0,0,2.0,2.0,1.07
66.0,4,3,4.0,0.0,1.0,1665.0,1,1,0,0.0,1.0,3.3
8.0,4,4,4.0,3.0,0.0,2509.0,1,0,0,0.0,0.0,2.55
19.0,2,2,3.0,1.0,0.0,1090.0,0,0,0,0.0,2.0,1.35
91.0,2,2,3.0,3.0,0.0,1012.0,0,0,0,1.0,2.0,0.96
104.0,3,3,2.0,2.0,1.0,2367.0,0,0,2,1.0,1.0,3.2
99.0,3,4,3.0,3.0,0.0,2400.0,1,0,0,0.0,2.0,1.93
83.0,3,3,4.0,3.0,0.0,1450.0,0,0,1,1.0,1.0,1.2
1.0,2,2,2.0,4.0,0.0,1130.0,0,0,2,2.0,2.0,1.38
83.0,3,3,3.0,3.0,0.0,1925.0,0,0,0,2.0,2.0,1.8
83.0,3,3,4.0,1.0,0.0,1900.0,1,0,0,0.0,2.0,1.69
103.0,2,2,2.0,1.0,0.0,1226.0,1,0,0,1.0,2.0,0.95
75.0,3,3,3.0,3.0,0.0,1833.0,1,0,0,1.0,1.0,2.24
43.0,2,2,2.0,1.0,0.0,1338.0,0,0,0,1.0,0.0,2.2
97.0,3,3,3.0,3.0,0.0,1500.0,1,0,2,0.0,2.0,1.76
80.0,3,3,1.0,3.0,0.0,1392.0,0,0,0,2.0,0.0,1.38
22.0,5,5,2.0,2.0,0.0,2556.0,0,1,1,2.0,1.0,1.7
103.0,3,3,4.0,4.0,0.0,1944.0,0,0,0,2.0,2.0,1.7
95.0,3,4,2.0,3.0,0.0,1500.0,1,0,2,0.0,2.0,1.12
80.0,4,4,2.0,3.0,0.0,1819.0,0,0,2,0.0,2.0,1.8
27.0,3,3,3.0,0.0,1.0,1557.0,0,0,2,1.0,1.0,2.75
98.0,3,3,4.0,3.0,0.0,1561.0,0,0,0,2.0,2.0,0.85
107.0,3,3,3.0,3.0,0.0,1801.0,0,0,0,2.0,1.0,0.85
13.0,3,3,3.0,3.0,0.0,1896.0,1,0,0,2.0,0.0,2.22
35.0,3,2,1.0,3.0,1.0,1800.0,0,0,0,1.0,1.0,1.45
98.0,2,2,1.0,3.0,0.0,1149.0,0,0,0,1.0,2.0,1.2
6.0,3,3,3.0,3.0,0.0,1493.0,1,0,2,2.0,2.0,1.4
71.0,3,3,2.0,4.0,0.0,1630.09,0,0,0,1.0,2.0,2.57
76.0,5,5,4.0,1.0,1.0,3240.0,1,1,2,2.0,2.0,12.0
12.0,4,4,4.0,3.0,1.0,3000.0,0,0,0,1.0,1.0,1.7
15.0,3,2,1.0,3.0,1.0,128.0,0,0,0,1.0,1.0,0.44
80.0,2,3,0.0,3.0,0.0,1100.0,0,0,0,2.0,1.0,1.2
43.0,1,1,1.0,3.0,0.0,452.0,0,0,0,1.0,2.0,0.45
45.0,3,3,2.0,1.0,0.0,1593.0,0,0,0,1.0,1.0,0.86
20.0,3,4,2.0,2.0,0.0,2000.0,1,0,2,1.0,1.0,1.15
49.0,3,3,2.0,2.0,1.0,4950.0,0,0,0,1.0,1.0,5.0
36.0,2,2,2.0,4.0,0.0,1604.0,0,0,0,1.0,2.0,1.3
45.0,3,1,0.0,3.0,0.0,1820.0,0,0,0,1.0,1.0,0.95
40.0,4,4,2.0,0.0,1.0,1557.0,1,0,2,2.0,1.0,3.69
19.0,5,6,4.0,0.0,0.0,7294.0,0,0,0,2.0,0.0,6.0
113.0,2,2,1.0,1.0,0.0,699.0,0,0,0,2.0,1.0,0.35
89.0,3,4,4.0,1.0,0.0,1582.0,1,0,2,1.0,2.0,1.9
99.0,4,6,3.0,3.0,0.0,3890.0,1,0,0,0.0,2.0,1.91
6.0,3,3,3.0,3.0,0.0,1300.0,1,0,0,1.0,2.0,1.4
91.0,2,2,2.0,1.0,0.0,1688.0,0,0,0,1.0,0.0,0.8
33.0,4,3,2.0,3.0,1.0,1800.0,0,1,0,1.0,1.0,5.8
65.0,3,3,4.0,3.0,0.0,1900.0,1,0,2,2.0,2.0,1.5
11.0,2,2,4.0,3.0,0.0,1236.0,0,0,0,2.0,2.0,0.88
99.0,4,5,4.0,4.0,0.0,2013.0,0,0,2,1.0,0.0,2.5
65.0,2,2,2.0,0.0,1.0,1449.0,0,0,0,1.0,1.0,2.95
27.0,1,1,2.0,0.0,0.0,588.0,0,0,0,1.0,2.0,0.55
15.0,2,2,0.0,3.0,0.0,761.0,0,0,0,1.0,0.0,0.33
41.0,3,3,3.0,4.0,0.0,2218.0,1,0,0,1.0,1.0,1.65
46.0,4,3,3.0,3.0,0.0,1983.0,1,0,0,2.0,2.0,1.78
46.0,4,3,3.0,4.0,0.0,1650.0,0,0,0,2.0,2.0,1.95
15.0,2,5,3.0,3.0,1.0,800.0,0,0,0,1.0,2.0,0.9
12.0,4,5,3.0,1.0,0.0,2343.0,1,0,1,2.0,0.0,4.1
24.0,4,4,0.0,2.0,1.0,3000.0,0,0,0,1.0,1.0,3.0
17.0,1,1,1.0,3.0,0.0,450.0,0,0,0,1.0,2.0,0.36
59.0,3,3,1.0,0.0,1.0,2160.0,1,0,0,0.0,1.0,6.95
10.0,3,4,4.0,4.0,0.0,1593.0,1,0,0,2.0,0.0,1.4
13.0,3,4,4.0,3.0,0.0,1797.0,1,0,0,1.0,2.0,1.5
91.0,2,2,0.0,4.0,0.0,1295.0,0,0,0,1.0,2.0,0.71
113.0,2,2,2.0,3.0,0.0,1016.0,0,0,1,2.0,0.0,0.88
17.0,3,4,2.0,3.0,0.0,2200.05,1,0,0,2.0,2.0,2.58
56.0,3,3,4.0,3.0,0.0,2395.01,0,0,2,0.0,2.0,3.65
8.0,3,3,3.0,1.0,0.0,1490.0,0,0,0,2.0,2.0,1.3
33.0,5,5,4.0,3.0,1.0,4518.0,1,0,1,1.0,1.0,13.5
98.0,4,4,4.0,1.0,0.0,1896.0,0,0,0,2.0,2.0,1.05
65.0,2,2,0.0,0.0,1.0,1458.0,0,0,0,1.0,1.0,2.95
45.0,3,3,4.0,3.0,0.0,1789.0,1,0,0,1.0,1.0,1.44
91.0,2,2,3.0,3.0,0.0,1411.0,0,0,0,0.0,2.0,1.33
33.0,5,5,3.0,2.0,1.0,4518.0,1,1,2,2.0,1.0,13.5
11.0,3,3,4.0,3.0,0.0,1554.0,0,0,2,0.0,2.0,1.3
107.0,3,2,3.0,1.0,0.0,1661.0,0,0,0,1.0,1.0,0.99
45.0,3,3,3.0,3.0,0.0,1435.0,0,0,0,2.0,2.0,0.9
45.0,2,2,1.0,3.0,0.0,850.0,0,0,2,0.0,2.0,0.35
27.0,3,3,4.0,2.0,0.0,1611.0,0,0,1,2.0,2.0,1.4
94.0,2,2,2.0,3.0,0.0,1112.0,0,0,2,2.0,1.0,0.95
84.0,3,4,2.0,3.0,0.0,1577.0,1,0,1,2.0,0.0,1.25
79.0,3,3,4.0,3.0,0.0,1845.0,0,0,2,2.0,0.0,1.78
113.0,2,2,1.0,3.0,0.0,516.0,0,0,0,1.0,0.0,0.24
110.0,2,2,3.0,1.0,0.0,1365.0,0,0,0,2.0,1.0,0.82
79.0,2,2,3.0,1.0,0.0,1244.0,0,0,0,2.0,0.0,1.1
104.0,3,3,1.0,3.0,1.0,558.0,0,0,0,1.0,1.0,0.6
12.0,3,3,4.0,3.0,0.0,1338.29,1,0,2,2.0,2.0,1.68
113.0,1,1,1.0,1.0,0.0,500.0,0,0,0,1.0,0.0,0.21
107.0,3,3,3.0,0.0,0.0,1571.0,0,0,0,1.0,2.0,0.65
19.0,4,4,4.0,4.0,0.0,2553.0,1,0,0,2.0,0.0,3.25
105.0,4,4,4.0,3.0,0.0,2512.0,1,1,2,0.0,0.0,1.9
76.0,4,4,4.0,3.0,1.0,5574.7,1,1,0,2.0,2.0,9.01
12.0,3,3,3.0,3.0,0.0,1649.0,0,0,0,2.0,2.0,0.95
83.0,3,3,4.0,3.0,1.0,1611.0,0,0,2,2.0,1.0,1.04
94.0,4,5,2.0,3.0,0.0,2882.0,1,0,2,2.0,2.0,3.0
94.0,3,3,4.0,3.0,0.0,1881.0,1,0,1,2.0,2.0,2.21
81.0,3,2,0.0,2.0,1.0,1000.0,0,0,0,1.0,1.0,0.45
9.0,2,2,2.0,0.0,1.0,2000.0,0,0,0,1.0,2.0,9.9
101.0,2,2,3.0,3.0,0.0,1611.0,0,0,0,2.0,2.0,1.0
100.0,3,2,3.0,3.0,0.0,1480.0,0,0,1,2.0,2.0,1.45
8.0,1,2,2.0,1.0,0.0,334.0,0,0,0,2.0,2.0,0.2
113.0,3,3,4.0,3.0,0.0,1509.0,0,0,0,1.0,2.0,1.3
16.0,4,4,3.0,0.0,0.0,3077.0,1,0,2,2.0,2.0,3.45
103.0,3,2,3.0,0.0,0.0,1403.0,0,1,2,2.0,2.0,1.55
41.0,2,2,2.0,4.0,0.0,1533.0,0,0,0,2.0,0.0,1.1
18.0,3,5,2.0,3.0,0.0,2800.0,1,0,0,2.0,2.0,3.65
80.0,3,3,1.0,3.0,0.0,1392.0,0,0,2,0.0,0.0,1.4
114.0,2,2,1.0,1.0,1.0,1150.0,0,0,0,1.0,2.0,0.49
32.0,4,4,2.0,2.0,1.0,3618.0,1,0,2,2.0,1.0,10.5
37.0,3,2,1.0,3.0,0.0,1000.0,0,0,0,1.0,2.0,0.4
100.0,2,2,1.0,4.0,0.0,637.0,0,0,0,1.0,0.0,0.45
113.0,2,2,0.0,3.0,0.0,481.0,0,0,0,1.0,1.0,0.25
105.0,4,4,4.0,3.0,0.0,2000.0,0,0,0,2.0,2.0,1.78
11.0,2,2,4.0,1.0,0.0,1236.0,0,0,0,2.0,0.0,0.9
82.0,3,5,3.0,3.0,0.0,1527.0,1,0,0,2.0,2.0,1.64
59.0,4,4,4.0,3.0,1.0,3060.0,1,0,1,0.0,1.0,12.5
77.0,3,4,3.0,3.0,0.0,2134.0,1,0,2,0.0,0.0,3.4
45.0,3,3,4.0,1.0,0.0,2211.0,1,0,0,1.0,2.0,1.44
29.0,2,2,2.0,1.0,0.0,1285.0,0,0,0,1.0,2.0,1.99
104.0,2,2,1.0,2.0,1.0,360.0,0,0,0,1.0,1.0,0.35
80.0,3,3,1.0,3.0,0.0,1392.0,0,0,2,2.0,0.0,1.3
41.0,2,2,4.0,4.0,0.0,1539.0,0,0,0,2.0,1.0,1.5
56.0,7,7,4.0,2.0,1.0,2403.0,1,1,2,2.0,1.0,4.95
95.0,4,3,0.0,3.0,0.0,1800.0,0,0,0,2.0,1.0,1.45
109.0,2,2,1.0,3.0,0.0,887.0,0,0,0,2.0,1.0,0.45
32.0,4,4,3.0,2.0,0.0,2333.0,1,0,2,1.0,0.0,3.7
80.0,3,3,1.0,3.0,0.0,1419.0,0,0,0,2.0,0.0,1.32
96.0,3,3,4.0,3.0,0.0,1668.0,0,0,2,1.0,1.0,1.85
12.0,2,3,3.0,3.0,0.0,1161.0,0,0,0,2.0,2.0,0.93
31.0,3,3,1.0,2.0,1.0,540.0,0,0,0,1.0,1.0,1.45
113.0,2,2,2.0,3.0,0.0,1319.0,0,0,2,2.0,2.0,0.78
94.0,3,4,4.0,1.0,0.0,1900.0,1,0,1,0.0,0.0,2.26
45.0,2,2,4.0,3.0,0.0,1310.0,0,0,0,2.0,0.0,0.66
113.0,2,2,2.0,1.0,0.0,564.0,0,0,0,2.0,1.0,0.42
83.0,2,2,3.0,3.0,0.0,1402.0,0,0,0,1.0,0.0,1.25
76.0,3,4,3.0,3.0,0.0,2000.0,1,0,2,2.0,2.0,3.45
46.0,4,4,3.0,3.0,0.0,2100.0,0,0,2,2.0,2.0,1.75
97.0,3,3,3.0,3.0,0.0,1600.0,1,0,2,0.0,2.0,1.73
97.0,3,3,3.0,0.0,0.0,1489.0,0,0,0,1.0,1.0,0.95
6.0,2,2,3.0,3.0,0.0,1238.0,0,0,0,1.0,1.0,1.41
65.0,4,4,2.0,0.0,1.0,1449.0,1,0,2,1.0,1.0,2.99
100.0,3,3,1.0,3.0,0.0,1900.0,0,0,2,0.0,0.0,1.55
91.0,3,3,3.0,1.0,0.0,1656.0,0,0,2,2.0,1.0,1.4
77.0,3,4,3.0,3.0,0.0,2123.0,1,0,2,2.0,0.0,3.4
110.0,4,4,4.0,1.0,0.0,2835.0,0,0,0,2.0,1.0,1.9
13.0,4,6,4.0,1.0,1.0,3600.0,1,1,0,0.0,2.0,8.48
113.0,3,2,3.0,3.0,0.0,1319.0,0,0,0,2.0,0.0,1.1
6.0,3,3,4.0,3.0,0.0,1644.0,0,0,0,2.0,1.0,2.04
80.0,4,4,2.0,3.0,0.0,1743.0,0,1,0,0.0,2.0,1.9
35.0,3,4,4.0,0.0,0.0,1956.0,1,0,1,1.0,2.0,2.2
52.0,3,3,3.0,2.0,0.0,1320.0,0,0,2,2.0,1.0,1.35
95.0,3,5,4.0,3.0,0.0,2000.0,1,0,2,2.0,2.0,1.22
45.0,2,2,1.0,3.0,0.0,850.0,0,0,2,0.0,2.0,0.33
41.0,2,2,2.0,4.0,0.0,85.0,0,0,0,2.0,2.0,1.31
11.0,2,2,4.0,3.0,0.0,1201.0,0,0,0,0.0,0.0,0.75
72.0,2,2,3.0,4.0,0.0,1676.0,0,0,0,2.0,0.0,2.15
78.0,2,2,1.0,3.0,0.0,657.0,0,0,2,1.0,2.0,0.53
17.0,3,4,4.0,3.0,0.0,2005.0,1,1,2,2.0,0.0,2.65
13.0,5,6,4.0,3.0,1.0,3600.0,1,1,2,2.0,1.0,9.4
46.0,3,3,3.0,3.0,0.0,1373.0,0,0,2,1.0,2.0,1.72
13.0,3,2,3.0,3.0,0.0,1701.0,0,0,0,2.0,2.0,1.26
106.0,4,4,3.0,3.0,0.0,2465.0,1,0,0,2.0,2.0,1.9
77.0,3,3,3.0,0.0,1.0,278.0,0,0,0,1.0,1.0,1.85
46.0,3,3,2.0,3.0,0.0,1185.0,0,0,1,1.0,0.0,0.9
77.0,3,3,3.0,3.0,0.0,2047.01,0,0,2,1.0,1.0,2.9
3.0,4,4,2.0,4.0,0.0,3889.0,1,0,2,2.0,2.0,4.0
32.0,5,4,3.0,2.0,1.0,1350.0,1,0,0,1.0,2.0,4.35
48.0,1,1,2.0,3.0,1.0,800.0,0,0,0,1.0,2.0,1.8
104.0,2,2,1.0,0.0,1.0,558.0,0,0,0,1.0,1.0,0.6
84.0,1,1,2.0,1.0,0.0,294.0,0,0,0,1.0,1.0,0.39
94.0,4,4,4.0,3.0,0.0,3850.0,1,0,2,1.0,2.0,4.45
7.0,4,6,4.0,3.0,0.0,2602.0,1,0,2,2.0,2.0,2.2
20.0,3,4,2.0,2.0,0.0,2000.0,1,0,0,1.0,1.0,1.15
20.0,3,3,1.0,0.0,1.0,1872.0,0,0,0,1.0,2.0,3.71
76.0,3,3,2.0,3.0,0.0,1950.08,1,0,0,2.0,0.0,3.0
65.0,10,10,4.0,3.0,1.0,8286.0,1,0,1,2.0,2.0,8.0
8.0,3,3,4.0,3.0,0.0,2072.0,1,0,0,0.0,0.0,1.85
47.0,10,10,4.0,3.0,1.0,3123.0,0,0,0,1.0,1.0,8.0
81.0,2,4,3.0,2.0,1.0,900.0,1,0,2,1.0,2.0,0.9
49.0,2,2,1.0,3.0,0.0,722.0,0,0,0,1.0,1.0,0.43
11.0,2,2,4.0,3.0,0.0,1204.0,0,0,2,0.0,2.0,0.8
41.0,6,7,4.0,3.0,1.0,4950.0,1,1,2,2.0,1.0,9.55
83.0,3,2,2.0,0.0,0.0,2406.0,1,0,0,2.0,0.0,2.6
59.0,4,4,4.0,2.0,1.0,2160.0,1,0,0,2.0,1.0,6.8
101.0,2,2,3.0,3.0,0.0,1387.0,0,0,2,0.0,0.0,1.19
27.0,2,2,3.0,0.0,0.0,1281.0,0,0,0,2.0,1.0,0.98
41.0,3,2,2.0,4.0,0.0,1857.0,0,0,0,2.0,0.0,1.67
45.0,3,3,0.0,1.0,0.0,1820.0,0,0,0,2.0,1.0,1.35
99.0,2,2,2.0,1.0,0.0,1484.0,0,0,0,2.0,0.0,1.3
107.0,4,4,2.0,0.0,0.0,1584.0,0,1,1,2.0,1.0,0.87
12.0,3,4,4.0,3.0,0.0,4600.0,0,0,0,1.0,0.0,2.15
77.0,4,4,4.0,3.0,0.0,2854.0,1,0,2,0.0,0.0,4.5
99.0,2,2,4.0,3.0,0.0,1380.0,0,1,0,2.0,0.0,1.2
32.0,5,3,2.0,2.0,1.0,1350.0,0,1,0,1.0,2.0,4.5
75.0,4,4,4.0,3.0,0.0,1975.05,1,0,2,0.0,1.0,2.85
21.0,1,1,0.0,2.0,1.0,936.0,0,0,0,1.0,1.0,0.45
94.0,3,4,4.0,3.0,0.0,1825.0,1,0,2,2.0,0.0,2.3
11.0,2,2,3.0,3.0,0.0,1388.0,0,0,0,2.0,2.0,1.02
49.0,3,3,2.0,2.0,1.0,2250.0,0,0,0,1.0,1.0,3.3
11.0,3,4,4.0,3.0,0.0,2137.0,1,1,2,0.0,2.0,1.49
77.0,4,4,4.0,3.0,0.0,2833.0,1,0,2,0.0,0.0,4.55
41.0,5,7,4.0,4.0,1.0,4071.0,1,1,0,2.0,1.0,9.5
100.0,3,3,4.0,3.0,0.0,1500.0,0,0,1,0.0,0.0,1.55
71.0,3,3,2.0,4.0,0.0,1721.0,0,0,0,1.0,2.0,2.25
82.0,3,3,3.0,4.0,0.0,1688.0,0,0,0,2.0,0.0,1.25
46.0,3,3,3.0,3.0,0.0,1000.0,0,1,0,2.0,2.0,1.2
88.0,3,3,2.0,4.0,0.0,1513.0,0,0,0,2.0,1.0,1.9
97.0,4,4,3.0,3.0,0.0,2000.0,1,0,0,2.0,2.0,1.42
41.0,3,3,3.0,4.0,0.0,1403.0,0,0,0,2.0,2.0,1.5
44.0,3,3,3.0,0.0,0.0,1969.0,1,0,0,1.0,2.0,1.15
65.0,3,3,4.0,2.0,0.0,2400.0,1,0,2,2.0,1.0,1.74
91.0,2,2,3.0,1.0,0.0,1747.0,0,0,0,2.0,2.0,1.41
96.0,2,2,2.0,3.0,0.0,1000.0,0,0,0,1.0,1.0,0.75
94.0,3,3,4.0,3.0,0.0,1929.0,1,0,1,0.0,0.0,2.25
109.0,2,2,3.0,1.0,0.0,1250.0,0,0,0,1.0,2.0,0.6
107.0,3,3,4.0,3.0,0.0,1523.0,0,0,0,1.0,0.0,0.82
113.0,2,2,2.0,0.0,0.0,1350.0,0,0,0,2.0,2.0,0.75
77.0,3,3,3.0,3.0,0.0,2047.12,0,0,2,0.0,1.0,2.65
45.0,3,3,3.0,3.0,0.0,1738.0,0,0,2,2.0,2.0,1.05
65.0,4,4,4.0,3.0,0.0,2300.0,0,0,2,2.0,2.0,2.09
84.0,3,3,2.0,0.0,0.0,1958.0,0,0,2,2.0,1.0,1.4
66.0,3,3,2.0,2.0,1.0,2160.0,1,0,0,1.0,1.0,4.7
80.0,2,2,2.0,4.0,0.0,991.0,0,0,0,1.0,2.0,0.75
107.0,3,3,4.0,3.0,0.0,713.0,0,0,0,2.0,2.0,0.39
8.0,4,4,4.0,3.0,0.0,2851.0,1,0,0,2.0,0.0,2.78
81.0,5,3,0.0,2.0,1.0,148.0,0,0,0,1.0,1.0,2.25
27.0,2,2,2.0,3.0,0.0,800.0,0,0,0,1.0,2.0,0.35
85.0,3,3,3.0,3.0,0.0,1975.0,0,0,0,1.0,2.0,1.9
94.0,4,4,4.0,1.0,0.0,3700.0,1,0,1,1.0,2.0,4.4
107.0,4,3,2.0,3.0,0.0,2167.0,0,0,0,1.0,1.0,1.0
27.0,5,5,2.0,2.0,1.0,4550.0,0,0,1,2.0,1.0,5.7
13.0,5,5,4.0,3.0,1.0,2250.0,1,1,2,2.0,2.0,6.15
22.0,5,5,2.0,0.0,1.0,3420.0,1,0,2,1.0,2.0,6.46
105.0,2,2,3.0,3.0,0.0,1122.0,0,0,0,2.0,2.0,0.66
59.0,5,5,4.0,0.0,1.0,3240.0,0,0,0,1.0,1.0,11.29
105.0,4,4,4.0,0.0,0.0,2139.0,1,0,2,2.0,0.0,1.65
8.0,2,2,3.0,3.0,0.0,1611.0,0,0,0,2.0,0.0,0.85
18.0,2,2,2.0,3.0,0.0,1498.0,0,0,0,2.0,2.0,0.7
107.0,3,4,3.0,0.0,0.0,1778.0,0,0,0,2.0,1.0,0.75
41.0,6,6,4.0,0.0,1.0,4914.0,0,0,2,1.0,2.0,9.5
68.0,3,4,3.0,4.0,0.0,2077.0,0,0,0,1.0,2.0,4.25
107.0,3,3,2.0,4.0,0.0,140.0,0,0,0,1.0,0.0,0.7
8.0,1,1,2.0,3.0,0.0,301.0,0,0,0,2.0,1.0,0.26
82.0,3,5,3.0,3.0,0.0,1527.0,1,0,0,0.0,2.0,1.55
45.0,3,3,3.0,4.0,0.0,1500.0,0,0,0,2.0,1.0,0.9
80.0,4,4,4.0,0.0,0.0,2172.0,1,0,0,1.0,2.0,2.6
95.0,2,2,2.0,3.0,0.0,1294.0,0,0,0,2.0,2.0,0.85
61.0,4,4,3.0,2.0,0.0,1484.0,0,0,0,2.0,2.0,1.5
27.0,3,3,4.0,0.0,0.0,1611.0,0,0,0,2.0,2.0,1.4
97.0,3,3,2.0,0.0,0.0,1500.0,0,0,2,2.0,0.0,1.12
100.0,2,2,1.0,3.0,0.0,578.0,0,0,0,1.0,2.0,0.5
80.0,3,3,3.0,4.0,0.0,1893.0,0,0,0,1.0,0.0,1.8
99.0,2,2,4.0,3.0,0.0,1380.0,0,1,0,0.0,0.0,1.15
98.0,2,2,1.0,3.0,0.0,537.0,0,1,2,2.0,1.0,0.34
94.0,3,3,0.0,3.0,0.0,1780.0,0,0,0,1.0,2.0,0.9
100.0,4,6,2.0,1.0,0.0,2521.0,1,0,0,2.0,0.0,1.3
82.0,3,2,2.0,3.0,0.0,1350.0,0,0,0,1.0,2.0,1.1
27.0,3,7,4.0,0.0,1.0,1215.0,0,0,0,1.0,2.0,1.0
32.0,5,5,2.0,0.0,1.0,3375.0,0,0,2,2.0,1.0,9.9
62.0,3,3,4.0,4.0,0.0,2617.0,0,0,0,1.0,1.0,5.6
55.0,3,4,4.0,0.0,0.0,1950.0,1,0,0,1.0,2.0,2.15
95.0,2,2,2.0,3.0,0.0,1175.0,0,0,2,2.0,1.0,0.78
61.0,3,3,3.0,1.0,1.0,1800.0,1,0,2,1.0,2.0,2.25
67.0,3,4,2.0,3.0,0.0,2000.0,1,0,2,0.0,2.0,3.83
103.0,3,3,3.0,4.0,0.0,1423.0,0,0,0,2.0,2.0,1.33
91.0,3,4,4.0,1.0,0.0,2152.0,1,0,0,1.0,2.0,2.69
51.0,2,9,4.0,0.0,1.0,1620.0,1,0,2,1.0,2.0,4.25
27.0,2,3,2.0,2.0,0.0,1444.0,0,0,2,1.0,1.0,0.95
105.0,3,3,4.0,3.0,0.0,1817.0,1,0,0,0.0,0.0,1.29
83.0,3,3,4.0,3.0,0.0,1723.0,0,0,2,0.0,0.0,2.5
8.0,3,4,4.0,3.0,0.0,2036.0,1,0,2,1.0,0.0,1.75
8.0,2,2,3.0,3.0,0.0,86.0,0,0,0,2.0,0.0,0.82
98.0,3,3,2.0,3.0,0.0,1475.0,0,0,0,1.0,0.0,1.01
99.0,2,3,4.0,3.0,0.0,1576.0,0,1,0,2.0,2.0,1.04
81.0,4,5,0.0,2.0,1.0,330.0,0,0,0,1.0,2.0,1.35
11.0,4,5,4.0,3.0,0.0,2505.0,1,0,0,2.0,2.0,1.7
12.0,3,3,3.0,3.0,0.0,2072.04,0,0,0,2.0,0.0,3.25
35.0,3,3,1.0,2.0,0.0,1240.0,0,0,2,2.0,0.0,2.0
9.0,3,2,1.0,3.0,1.0,720.0,0,0,0,1.0,1.0,0.65
100.0,2,2,1.0,1.0,0.0,557.0,0,0,0,2.0,2.0,0.43
103.0,3,2,0.0,1.0,0.0,1423.0,0,0,0,1.0,2.0,1.71
25.0,2,2,1.0,2.0,1.0,105.0,0,0,0,1.0,1.0,1.52
52.0,3,3,2.0,3.0,1.0,1935.0,0,0,2,2.0,2.0,2.55
12.0,2,3,3.0,3.0,0.0,978.23,0,0,0,2.0,2.0,0.98
63.0,4,4,4.0,0.0,1.0,8036.0,1,1,0,1.0,1.0,25.0
9.0,3,2,1.0,0.0,0.0,833.0,0,0,0,1.0,1.0,0.42
46.0,2,3,2.0,4.0,0.0,656.0,0,0,0,1.0,2.0,0.45
107.0,3,4,2.0,4.0,0.0,1475.0,0,0,0,2.0,1.0,1.7
10.0,2,2,3.0,1.0,0.0,1200.0,0,0,2,0.0,2.0,0.97
94.0,2,2,2.0,4.0,0.0,607.0,0,0,0,1.0,2.0,0.8
6.0,3,3,3.0,3.0,0.0,1531.0,0,0,0,2.0,1.0,1.8
63.0,3,4,3.0,3.0,0.0,2329.07,1,0,1,0.0,0.0,5.75
105.0,2,2,2.0,4.0,0.0,796.0,0,0,0,1.0,1.0,0.5
97.0,4,4,3.0,3.0,0.0,2193.0,1,0,0,1.0,2.0,1.33
33.0,4,4,4.0,2.0,1.0,2700.0,1,1,0,2.0,1.0,8.9
