price,sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
3.25,sector 24,4,4,3,Old Property,house,1070.0,0,0,0,Low,Mid Floor
1.8,sector 67a,3,3,2,New Property,flat,1551.0,0,1,2,High,Mid Floor
0.45,sector 105,3,2,1,Relatively New,flat,1056.0,0,0,2,Low,Low Floor
0.4,sector 95,2,2,3,Under Construction,flat,661.0,0,0,0,Low,Low Floor
1.0,sector 81,2,2,2,Relatively New,flat,1131.0,0,0,0,Low,Mid Floor
1.8,sector 90,4,4,3+,Moderately Old,flat,2005.0,0,0,0,Low,Mid Floor
1.75,sector 22,2,2,2,Under Construction,flat,1249.0,0,0,0,Medium,High Floor
2.85,sector 82a,4,4,3+,New Property,flat,2179.0,1,0,1,High,Low Floor
1.8,sector 65,2,2,3,New Property,flat,1456.0,0,0,0,Medium,High Floor
0.62,sector 13,6,6,0,Old Property,house,192.0,0,0,0,Low,Mid Floor
1.55,sector 33,3,2,3+,New Property,flat,1730.0,0,0,0,Low,Mid Floor
17.0,sector 73,5,8,3,Relatively New,house,9000.0,1,1,1,Medium,Mid Floor
1.75,sector 83,3,3,3,Relatively New,flat,1549.0,1,0,2,Medium,Mid Floor
0.4,sohna road,2,2,3,Under Construction,flat,561.0,0,0,0,Low,Mid Floor
0.28,sector 107,2,2,2,Relatively New,flat,543.0,0,0,0,Low,Mid Floor
1.3,sector 67a,2,2,2,New Property,flat,1296.0,0,0,0,Medium,Low Floor
1.45,sector 37d,3,3,3,Relatively New,flat,1639.0,0,0,0,Medium,Mid Floor
1.79,sector 37d,4,3,3,Relatively New,flat,1808.0,0,0,2,Low,High Floor
1.38,sector 113,2,2,3,New Property,flat,1350.0,0,0,0,High,Mid Floor
4.85,sector 58,4,5,3,Relatively New,flat,3182.0,1,0,2,Low,High Floor
6.5,sector 49,5,5,2,Relatively New,house,3456.0,1,0,2,Low,Low Floor
1.19,sector 92,4,3,3,Relatively New,flat,2533.0,1,0,0,Medium,High Floor
0.52,sector 56,1,1,1,Old Property,flat,475.0,0,0,0,Low,Low Floor
1.35,sector 33,3,4,2,Moderately Old,flat,1398.0,1,0,0,Low,Mid Floor
1.35,sector 33,3,2,3+,New Property,flat,1409.0,0,0,0,Low,High Floor
1.25,sector 82,3,4,3+,Under Construction,flat,1774.0,0,0,0,Medium,Mid Floor
3.6,sector 10a,3,4,3,Moderately Old,house,1836.0,0,0,2,Low,Mid Floor
1.15,sector 84,2,2,3,Relatively New,flat,1361.0,0,0,2,Low,Mid Floor
1.75,sector 91,4,3,3+,Relatively New,flat,2107.0,1,1,0,Medium,Mid Floor
0.46,sohna road,2,2,2,Relatively New,flat,789.0,0,0,1,Low,Mid Floor
1.38,sector 83,3,3,3,Relatively New,flat,1350.0,1,0,2,Low,Mid Floor
0.95,sector 92,4,3,2,New Property,flat,1983.0,0,0,2,Low,High Floor
1.0,sector 89,2,2,3,New Property,flat,1233.0,0,0,0,Medium,Mid Floor
1.3,sector 7,2,3,2,Old Property,house,963.0,0,0,0,Low,Mid Floor
2.45,sector 103,4,6,3,Relatively New,flat,2602.0,1,0,0,Low,Mid Floor
2.35,sector 50,3,3,3+,Moderately Old,flat,1950.0,0,0,2,High,Mid Floor
3.5,sector 31,4,3,3,Moderately Old,house,1449.0,0,1,2,Medium,Low Floor
1.14,sector 89,3,3,2,Under Construction,flat,1581.0,0,0,0,Medium,Low Floor
1.5,sector 40,1,1,0,Moderately Old,flat,300.0,0,0,0,Low,Low Floor
0.26,sohna road,2,2,2,Moderately Old,flat,521.0,0,0,0,Low,Low Floor
0.41,sector 95,2,2,2,New Property,flat,670.0,0,0,2,Medium,High Floor
0.85,sector 92,3,3,0,Relatively New,flat,1423.0,0,0,0,Medium,Low Floor
2.9,sector 23,4,4,3,Relatively New,house,2500.0,1,0,2,Low,Low Floor
1.12,sector 79,2,2,3,Relatively New,flat,1325.0,0,0,0,Low,Mid Floor
3.15,sector 103,4,5,0,Relatively New,house,4700.0,0,0,0,Medium,High Floor
0.9,sector 107,2,2,3,Relatively New,flat,1281.0,0,0,2,Medium,Mid Floor
0.45,sector 81,2,2,2,Relatively New,flat,664.0,0,1,2,Low,Mid Floor
0.85,sector 84,2,2,3,Relatively New,flat,1158.0,0,0,2,Low,Mid Floor
1.5,sector 12,5,5,2,Old Property,house,1350.0,0,0,0,Low,Mid Floor
1.55,sector 54,3,3,3+,Moderately Old,flat,2000.0,0,0,2,Medium,Mid Floor
5.0,sector 72,4,4,3+,Moderately Old,flat,4500.0,1,0,2,High,Low Floor
0.68,manesar,3,3,3,Moderately Old,flat,1526.0,0,0,0,Low,Low Floor
7.35,sector 50,4,4,3+,Moderately Old,house,1760.0,1,0,2,Medium,Mid Floor
0.97,sector 89,2,2,2,New Property,flat,1371.0,0,0,0,Low,Low Floor
1.38,sector 85,3,4,2,Relatively New,flat,1616.0,1,0,0,Medium,Mid Floor
1.25,sector 85,3,4,2,Relatively New,flat,1616.0,1,0,2,Low,Mid Floor
0.65,sector 90,2,2,3,Relatively New,flat,1225.0,0,0,2,Low,High Floor
1.25,sector 93,3,4,2,Relatively New,flat,1350.0,0,0,2,Medium,High Floor
3.75,sector 60,4,4,3,Relatively New,flat,2650.0,1,0,2,Low,High Floor
1.8,sector 50,3,4,3+,Moderately Old,flat,1870.0,1,0,2,High,Mid Floor
6.75,sector 49,5,4,2,Old Property,house,3420.0,1,1,0,Medium,Low Floor
4.0,sector 38,6,6,3+,Old Property,house,1836.0,1,0,2,Medium,Mid Floor
2.17,sector 61,3,3,3,Under Construction,flat,1721.0,0,0,0,Low,Low Floor
1.35,sector 106,4,4,3+,Relatively New,flat,2100.0,1,0,2,High,High Floor
5.3,sector 43,3,9,3+,Moderately Old,house,1935.0,1,0,2,Medium,Mid Floor
1.07,sector 37d,3,3,2,Under Construction,flat,1450.0,0,0,0,Medium,Low Floor
2.65,sector 104,4,4,3+,Relatively New,flat,2898.0,1,0,2,Low,High Floor
1.25,manesar,3,3,3+,Moderately Old,flat,2944.0,1,0,0,Low,Mid Floor
1.32,sector 113,2,2,2,Relatively New,flat,1199.0,0,0,0,Low,Mid Floor
0.75,sector 3 phase 3 extension,2,2,0,Moderately Old,house,130.0,0,0,0,Low,Low Floor
1.65,sector 70,3,5,3,Relatively New,flat,1527.0,1,0,0,High,Mid Floor
5.49,sector 112,4,5,3+,Relatively New,flat,3655.35,1,0,2,High,Mid Floor
2.28,sector 81,3,3,3+,Relatively New,flat,1750.0,1,0,1,Low,High Floor
1.2,sector 106,3,3,3,Relatively New,flat,1145.0,0,0,0,High,High Floor
0.23,sector 103,1,1,1,Relatively New,flat,400.0,0,0,0,Low,Mid Floor
0.87,sector 86,2,2,1,New Property,flat,1231.0,0,0,2,Low,High Floor
1.25,sector 33,2,2,3,Under Construction,flat,1385.0,0,0,0,Medium,High Floor
1.5,sector 43,3,3,3+,Old Property,flat,1385.0,0,1,2,High,Mid Floor
0.69,sector 84,2,2,3+,Relatively New,flat,1222.0,0,0,0,Medium,Mid Floor
7.8,sector 63,4,4,0,New Property,flat,3950.0,0,0,0,Medium,Mid Floor
5.5,sector 52,9,9,3+,Moderately Old,house,2700.0,1,0,2,Low,Mid Floor
1.8,sector 69,4,5,3+,Relatively New,flat,2200.0,1,0,0,High,Mid Floor
1.95,sector 104,3,3,3+,New Property,flat,2544.0,1,0,0,Medium,Mid Floor
1.0,sector 89,2,2,2,New Property,flat,1226.0,0,0,0,Low,Low Floor
1.65,sector 70,3,4,3,Relatively New,flat,1527.0,1,0,2,Low,Mid Floor
0.75,manesar,3,4,3,Relatively New,flat,2717.0,1,0,0,Low,Mid Floor
0.38,sector 12,3,3,3,Relatively New,house,900.0,0,0,0,Low,Mid Floor
8.5,sector 45,5,4,2,Moderately Old,house,3240.0,1,0,2,Low,Low Floor
1.6,sector 48,3,3,3,Old Property,flat,1700.0,0,0,2,Medium,High Floor
1.6,sector 70a,3,3,3,New Property,flat,1750.0,1,0,0,Medium,Low Floor
3.6,sector 91,4,4,3,New Property,house,2430.0,0,0,2,Low,Low Floor
2.99,sector 66,3,3,3,Relatively New,flat,2000.0,1,0,2,Low,Mid Floor
3.9,sector 59,3,1,0,Under Construction,flat,2295.0,0,0,0,Low,Low Floor
0.28,sector 107,2,2,2,Relatively New,flat,543.0,0,0,0,Low,High Floor
1.63,sector 109,3,3,2,Relatively New,flat,2303.0,1,0,0,High,Mid Floor
2.08,sector 67a,3,3,2,Under Construction,flat,1563.0,0,0,0,Medium,Mid Floor
1.2,sector 70a,2,2,3,Moderately Old,flat,1285.0,0,0,0,Low,Mid Floor
3.3,sector 81,4,5,3+,Relatively New,flat,3070.0,1,0,2,High,Mid Floor
8.0,sector 52,6,5,3+,Moderately Old,house,3132.0,0,0,0,Low,Mid Floor
1.45,sector 79,2,2,3,Under Construction,flat,1578.0,0,0,0,Medium,High Floor
0.95,sector 89,2,2,2,Under Construction,flat,804.0,0,0,0,Medium,Low Floor
2.2,sector 11,4,3,2,Old Property,house,1800.0,0,0,0,Low,Low Floor
2.4,sector 46,4,4,3,Moderately Old,house,900.0,0,1,2,Low,Mid Floor
0.85,sector 108,3,3,2,Relatively New,flat,1500.0,1,0,0,Medium,Low Floor
1.35,sector 3,2,2,0,Old Property,flat,1056.0,0,0,0,Medium,Mid Floor
1.13,sector 70,3,3,2,Under Construction,flat,1457.0,0,0,0,Low,Low Floor
5.15,sector 48,5,7,3,Moderately Old,house,2727.0,1,0,2,Medium,Low Floor
0.85,sector 104,2,2,3+,Relatively New,flat,1269.0,0,0,0,Medium,Mid Floor
0.86,sector 89,2,3,3,Under Construction,flat,998.0,0,0,0,Low,Mid Floor
0.4,sector 2,3,4,2,Moderately Old,house,900.0,0,0,0,Low,Low Floor
0.31,sector 95,2,2,1,Relatively New,flat,610.0,0,0,2,Medium,Mid Floor
0.5,sector 3,2,2,1,Old Property,flat,722.0,0,0,2,Low,Low Floor
0.16,sector 23,2,2,2,Moderately Old,flat,706.0,0,0,0,Low,Low Floor
0.89,sector 82,2,2,2,Relatively New,flat,1202.0,0,0,2,Medium,High Floor
1.3,sector 105,3,3,1,Moderately Old,house,1125.0,0,0,0,Low,Low Floor
2.5,sector 60,2,3,2,Relatively New,flat,1403.0,0,0,0,Medium,Mid Floor
8.6,sector 72,4,5,3+,Relatively New,house,7000.0,0,0,2,Low,Mid Floor
0.86,sector 37c,2,3,3,Relatively New,flat,1442.0,0,0,0,Low,Mid Floor
1.2,sector 109,3,2,2,Relatively New,flat,1701.0,0,0,0,High,Mid Floor
1.4,sector 109,3,3,3+,Relatively New,flat,1466.0,0,1,0,Medium,Mid Floor
0.45,sohna road,2,2,1,New Property,flat,590.0,0,0,0,Low,Mid Floor
0.72,sohna road,2,2,3,Relatively New,flat,1095.0,0,0,0,High,Mid Floor
6.0,sector 26,3,5,3+,Old Property,house,1800.0,0,0,2,Low,Mid Floor
0.9,sector 84,3,3,3,Relatively New,flat,1652.0,0,0,0,Medium,High Floor
5.0,sector 48,3,4,3,Moderately Old,flat,4778.0,0,0,0,Medium,High Floor
2.78,sector 65,3,3,3,Relatively New,flat,1828.95,0,0,0,Medium,High Floor
4.0,sector 72,4,5,3+,Relatively New,flat,2800.0,1,0,2,High,Mid Floor
2.12,sector 81,3,3,3+,Relatively New,flat,1650.0,1,0,1,Low,Mid Floor
9.25,sector 41,9,9,3+,Moderately Old,house,5000.0,1,1,2,Medium,Mid Floor
0.29,sector 95,2,2,2,Relatively New,flat,507.0,0,0,0,Medium,High Floor
3.99,sector 22,3,5,3+,New Property,flat,2796.0,1,0,1,Medium,Mid Floor
0.69,sector 30,2,2,1,Old Property,flat,896.0,0,0,0,Medium,Mid Floor
1.7,sector 61,2,2,2,Under Construction,flat,1244.0,0,0,0,Medium,Mid Floor
9.5,sector 109,7,6,3,Relatively New,house,3600.0,1,0,0,Medium,Mid Floor
0.54,sohna road,2,1,3,New Property,flat,828.0,0,0,0,Medium,Low Floor
1.6,sector 82,4,5,3+,Relatively New,flat,2195.0,1,0,0,Medium,Mid Floor
1.32,sector 107,3,3,3,Relatively New,flat,1758.0,0,0,0,Medium,Mid Floor
1.65,sector 63a,2,2,2,Under Construction,flat,978.0,0,0,0,Low,Low Floor
1.55,sohna road,2,3,2,New Property,house,1053.0,0,0,2,Low,Low Floor
2.7,sector 66,4,4,3,Relatively New,flat,2501.0,1,0,0,Low,Mid Floor
1.55,sector 52,4,4,3,Moderately Old,flat,2100.0,0,0,0,Low,Low Floor
1.5,sector 57,3,2,3+,Moderately Old,flat,273.0,0,0,0,Medium,Low Floor
0.9,sector 89,2,2,2,New Property,flat,998.0,0,0,0,Low,Low Floor
0.51,sector 92,3,2,2,Relatively New,flat,1131.0,0,0,0,Medium,Low Floor
2.65,sector 111,3,4,2,Relatively New,flat,2086.0,1,0,2,High,Mid Floor
0.48,sector 102,2,2,1,Relatively New,flat,582.0,0,1,0,High,Mid Floor
0.92,sector 92,4,5,3+,Moderately Old,flat,1895.0,0,0,2,Medium,High Floor
0.4,sector 95,3,2,2,New Property,flat,761.0,0,0,0,Low,Mid Floor
0.95,sector 78,3,3,2,Relatively New,flat,1730.0,0,0,2,Medium,Mid Floor
0.75,sector 89,2,2,2,Moderately Old,flat,1032.0,0,0,0,Low,Mid Floor
0.32,sohna road,2,2,2,New Property,flat,577.0,0,0,0,Low,Low Floor
0.45,sector 90,2,2,1,New Property,flat,696.0,0,0,2,Low,Low Floor
0.34,sector 110,1,1,0,Relatively New,house,500.0,0,0,0,Low,Low Floor
4.7,sector 70a,4,4,3+,New Property,house,2610.0,0,0,0,Low,Mid Floor
2.1,sector 85,4,4,3,Relatively New,flat,2600.0,0,0,0,Low,Low Floor
5.5,sector 109,4,4,3+,New Property,house,2430.0,1,0,0,Medium,Low Floor
0.75,manesar,3,3,3+,Moderately Old,flat,1914.0,1,0,0,Low,Mid Floor
1.3,sector 90,4,5,2,Relatively New,flat,2134.0,1,0,0,Medium,Mid Floor
1.29,sector 79,2,2,3,New Property,flat,1423.0,0,0,0,Low,Mid Floor
1.02,sector 68,2,2,2,Relatively New,flat,1250.0,0,0,2,Low,High Floor
1.4,sector 63a,2,2,2,Under Construction,flat,1372.0,0,0,0,Low,Mid Floor
1.3,sector 79,2,2,3,New Property,flat,1423.0,0,0,0,Low,Mid Floor
0.21,sohna road,1,1,1,Relatively New,flat,438.0,0,0,0,Low,Low Floor
0.65,sector 92,3,3,2,Relatively New,flat,1574.0,0,0,0,Low,Mid Floor
1.79,sector 77,3,3,3,New Property,flat,1600.0,1,0,2,Low,Low Floor
0.55,sector 76,2,2,2,Under Construction,flat,823.0,0,0,0,Low,Mid Floor
0.72,sector 36,3,2,3,Under Construction,flat,1244.0,0,0,0,Low,Low Floor
2.8,sector 70a,3,4,3,Relatively New,flat,2350.18,1,0,0,Low,High Floor
1.8,sector 90,4,4,3+,Moderately Old,flat,2468.0,0,0,0,Medium,High Floor
1.29,sector 88a,3,3,3,New Property,flat,1642.0,0,0,0,Medium,Mid Floor
6.44,sector 53,4,4,3,Moderately Old,flat,3068.0,1,0,2,Medium,Mid Floor
2.35,sector 65,3,3,3,Relatively New,flat,1833.0,1,0,2,Medium,Mid Floor
0.36,sohna road,2,2,1,New Property,flat,522.0,0,0,0,Low,Low Floor
1.9,sector 102,3,4,3+,Relatively New,flat,1757.0,1,0,0,High,High Floor
1.75,sector 102,3,4,3+,Relatively New,flat,1748.0,1,0,2,Medium,High Floor
1.2,sector 89,3,3,2,New Property,flat,1423.0,0,0,0,Low,Low Floor
3.51,sector 24,4,4,3,Under Construction,house,2844.0,1,1,2,High,Mid Floor
1.92,sector 69,4,5,3+,Relatively New,flat,2172.0,1,0,2,High,Mid Floor
1.55,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,Medium,Low Floor
1.7,sector 109,1,1,2,Relatively New,flat,965.0,0,0,0,Low,Mid Floor
4.0,sector 2,4,4,3+,Moderately Old,house,2400.0,1,0,0,Low,Low Floor
0.7,sector 78,2,2,2,Moderately Old,flat,1224.0,0,0,0,Low,Mid Floor
0.88,sector 78,3,4,3,Moderately Old,flat,1668.0,1,0,0,Medium,Mid Floor
0.26,sector 5,1,1,1,Relatively New,flat,648.0,0,0,0,Low,Mid Floor
1.2,sector 108,3,2,3+,Relatively New,flat,1550.0,1,0,2,High,High Floor
18.5,sector 48,4,4,1,Moderately Old,house,7000.0,0,0,0,Low,Low Floor
1.1,sector 79,3,3,3,Relatively New,flat,2167.0,0,0,2,Medium,Low Floor
2.6,sector 65,3,3,3+,Relatively New,flat,1649.96,0,0,0,Low,Mid Floor
1.18,sector 2,2,2,3,Old Property,flat,1416.0,0,0,0,Medium,Mid Floor
0.83,sector 83,2,2,2,Relatively New,flat,1154.0,0,0,0,High,High Floor
5.5,sector 48,3,6,2,Moderately Old,house,2592.0,1,0,2,Medium,Low Floor
1.6,sector 24,8,5,3+,Old Property,house,540.0,0,0,0,Low,Mid Floor
1.75,sector 104,3,4,3+,Relatively New,flat,2072.0,1,0,0,Medium,High Floor
2.85,sector 65,4,4,3,Relatively New,flat,1975.05,1,0,0,Low,Low Floor
2.4,sector 70a,3,3,3,Relatively New,flat,1946.0,1,0,0,Medium,High Floor
2.3,sector 28,3,3,3,Moderately Old,flat,1777.0,1,0,0,Medium,Mid Floor
1.9,sector 55,4,3,3+,Moderately Old,flat,2000.0,0,0,1,Low,Mid Floor
0.62,sector 104,3,3,1,Moderately Old,house,900.0,0,0,1,Low,Low Floor
1.05,sector 85,2,2,1,Under Construction,flat,97.0,0,0,0,Low,High Floor
1.0,sector 89,2,2,2,Under Construction,flat,1230.0,0,0,0,Low,Low Floor
1.65,sector 86,3,4,3,Relatively New,flat,1715.0,1,0,0,Medium,Mid Floor
1.3,dwarka expressway,3,3,2,Under Construction,flat,1303.0,0,0,0,Low,Mid Floor
1.65,sector 103,3,3,3+,Relatively New,flat,1683.0,0,0,0,Low,High Floor
1.55,sector 92,3,4,3,Relatively New,flat,1805.0,1,0,0,Low,Mid Floor
4.25,sector 25,3,2,3,Old Property,house,1350.0,0,0,0,Low,Low Floor
0.71,sohna road,2,2,3,Relatively New,flat,1154.0,0,0,0,High,Mid Floor
10.45,sector 50,4,5,2,Moderately Old,house,4000.0,1,0,2,Medium,Mid Floor
0.78,sector 86,2,2,2,New Property,flat,1360.0,0,0,0,Medium,Mid Floor
2.5,sector 102,3,3,3,Under Construction,flat,1653.0,0,0,0,High,High Floor
1.25,sector 77,3,4,3,Relatively New,flat,1310.0,1,0,0,Low,Mid Floor
1.18,sector 85,2,3,3,Relatively New,flat,1420.0,0,0,2,High,High Floor
1.43,sector 69,3,3,2,Relatively New,flat,1455.0,0,0,0,Medium,Low Floor
3.5,sector 3,1,1,0,Moderately Old,house,3800.0,0,0,0,Low,Low Floor
2.0,sector 61,3,3,3,Moderately Old,flat,1538.0,0,0,2,Medium,High Floor
0.7,sector 108,2,2,3,Relatively New,flat,1548.0,0,0,0,Low,Low Floor
1.13,sector 89,3,3,2,Under Construction,flat,1473.0,0,0,0,Medium,Mid Floor
0.39,sector 81,2,2,2,Relatively New,flat,667.0,0,0,0,Low,Mid Floor
2.35,sector 113,3,4,3,Relatively New,flat,1930.0,1,0,0,High,Mid Floor
4.15,sector 14,5,4,2,Old Property,house,2250.0,0,0,2,Medium,Low Floor
0.7,sector 67a,2,2,1,New Property,flat,657.0,0,0,0,Low,High Floor
2.75,sector 70a,3,3,3+,Relatively New,flat,2150.0,0,0,0,Low,High Floor
1.4,sector 50,3,3,2,Relatively New,flat,1245.0,0,1,2,Medium,Mid Floor
2.4,sector 47,3,4,3+,Moderately Old,flat,1916.0,1,0,0,Medium,Mid Floor
0.88,sector 63,1,1,2,New Property,flat,804.0,0,0,0,Low,Mid Floor
1.3,sector 86,3,3,3,Moderately Old,flat,1747.0,1,0,2,High,High Floor
1.7,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,0,Medium,Low Floor
2.5,sector 37d,5,5,3+,Relatively New,house,1900.0,0,0,0,Low,Low Floor
1.25,sector 90,4,5,2,Relatively New,flat,2330.0,1,0,0,High,Mid Floor
0.95,sector 102,2,2,2,Relatively New,flat,915.0,0,0,0,Low,High Floor
2.2,sector 58,2,2,1,Relatively New,flat,1528.0,0,0,2,Low,Mid Floor
1.1,sector 79,2,2,3+,New Property,flat,1223.0,0,0,2,Low,Mid Floor
6.6,sector 25,6,7,3+,Moderately Old,house,1800.0,1,0,2,Medium,Low Floor
2.5,sector 43,7,7,3,Relatively New,house,963.0,0,0,1,Low,Mid Floor
1.35,sector 109,3,2,3+,Relatively New,flat,1477.0,0,0,0,Medium,High Floor
1.76,sector 83,3,3,3,Relatively New,flat,1600.0,1,0,2,High,Mid Floor
3.0,sector 65,4,4,3+,Relatively New,flat,1975.11,1,0,0,Medium,Low Floor
1.82,sector 50,3,3,3+,Moderately Old,flat,1830.0,0,0,2,High,High Floor
10.3,sector 50,5,6,3+,Moderately Old,house,3240.0,1,1,2,High,Mid Floor
1.73,sector 85,4,5,3+,Relatively New,flat,2017.0,1,0,0,Low,Mid Floor
0.95,sector 2,2,2,1,Relatively New,flat,1100.0,0,0,0,Medium,Low Floor
0.45,sector 56,1,1,2,Old Property,flat,543.0,0,0,0,Medium,Mid Floor
2.45,sector 108,3,3,3,Relatively New,flat,1460.0,0,0,0,Low,High Floor
1.35,sector 104,3,2,2,New Property,flat,1094.0,0,0,0,Low,High Floor
2.45,sector 62,2,2,2,New Property,flat,1200.0,0,0,1,High,Mid Floor
1.16,sector 37d,1,1,0,Relatively New,house,1535.0,0,0,0,Low,Low Floor
3.7,sector 63a,3,3,3+,Under Construction,flat,2667.0,0,0,0,Medium,Low Floor
2.44,sector 65,3,3,2,Under Construction,flat,1654.0,0,0,0,Low,Mid Floor
0.5,sector 88a,3,2,2,Under Construction,flat,663.0,0,0,0,Low,Low Floor
0.85,dwarka expressway,1,5,3+,New Property,house,600.0,0,0,0,Low,Mid Floor
0.29,sector 52,1,1,0,Moderately Old,flat,278.0,0,0,2,Low,Low Floor
1.16,sector 82,3,3,3+,Relatively New,flat,1844.0,1,1,2,High,Low Floor
0.85,sector 4,3,3,0,Moderately Old,house,1130.0,0,0,0,Low,Low Floor
0.6,sector 37d,2,2,3,New Property,flat,625.0,0,0,0,Low,Mid Floor
1.0,sector 3 phase 2,3,4,2,Relatively New,house,900.0,0,0,0,Low,Low Floor
18.25,sector 26,7,9,3+,Relatively New,house,11111.0,1,1,2,Medium,Mid Floor
5.8,sector 24,3,4,3+,Old Property,flat,3700.0,1,0,1,Medium,Mid Floor
7.69,sector 48,4,5,3,Moderately Old,house,3195.0,1,1,2,Medium,Low Floor
0.6,sector 12,3,3,2,Relatively New,flat,1178.0,0,0,0,Low,Mid Floor
1.4,sector 83,3,3,2,Relatively New,flat,1570.0,0,0,2,Medium,Mid Floor
3.25,sector 4,3,3,2,Old Property,house,2250.0,0,0,0,Low,Low Floor
1.65,sector 41,1,1,0,Moderately Old,house,1200.0,0,0,0,Low,Low Floor
0.85,sector 84,2,2,3,New Property,flat,1222.0,0,0,0,Low,Mid Floor
1.3,sector 88a,3,3,3+,Relatively New,flat,1990.0,0,0,0,Medium,Mid Floor
1.85,sector 82a,3,3,3,Moderately Old,flat,1677.0,0,0,0,Low,High Floor
0.35,sector 107,2,2,2,Relatively New,flat,608.0,0,0,0,Low,Mid Floor
1.3,sector 92,4,4,0,Relatively New,flat,2040.0,0,0,0,Low,Mid Floor
1.05,sector 99a,2,2,3,Relatively New,flat,1390.0,0,0,0,Low,Low Floor
0.28,sector 3 phase 2,2,2,1,Relatively New,flat,600.0,0,0,0,Medium,Mid Floor
0.94,sector 82,2,2,3+,Relatively New,flat,1299.0,0,0,2,Medium,Mid Floor
3.5,sector 82a,5,5,3+,Relatively New,flat,2896.0,0,0,1,Low,High Floor
0.5,sector 107,2,2,1,Relatively New,flat,494.0,0,0,0,Medium,High Floor
2.9,sector 49,4,4,3+,Moderately Old,flat,2157.0,1,0,0,Medium,Mid Floor
2.22,sector 109,3,4,3,Relatively New,flat,1860.0,1,1,0,Low,High Floor
0.5,sector 105,2,2,0,Moderately Old,house,100.0,0,0,0,Low,Low Floor
1.0,sector 37c,3,3,3+,Under Construction,flat,1697.0,0,0,0,Medium,Mid Floor
0.43,sector 95,2,2,2,Relatively New,flat,1300.0,0,0,0,Medium,Mid Floor
2.09,sector 43,3,3,2,Old Property,flat,1294.0,0,0,2,Medium,High Floor
0.9,sector 89,2,2,2,New Property,flat,1105.0,0,0,0,Low,Low Floor
0.97,sector 82,3,4,2,Relatively New,flat,1620.0,1,0,0,Medium,High Floor
2.78,sector 67,3,3,3+,Relatively New,flat,2047.13,0,0,2,High,Mid Floor
4.75,sector 112,3,5,3+,Relatively New,flat,3405.0,1,0,2,Low,Mid Floor
1.15,sector 105,3,2,1,Moderately Old,house,3889.0,0,0,0,Low,Low Floor
3.0,sector 49,4,4,3,Moderately Old,flat,2200.0,1,0,2,Medium,Mid Floor
0.95,sector 83,2,2,3,Relatively New,flat,1300.0,0,0,2,Medium,Mid Floor
1.2,sector 85,2,2,3,Relatively New,flat,1660.0,0,0,0,Low,High Floor
1.1,sector 68,2,2,3,New Property,flat,1127.0,0,0,0,Medium,High Floor
0.7,sector 108,2,2,3,Moderately Old,flat,1720.0,0,0,2,Low,Low Floor
5.6,sector 112,4,6,3+,Moderately Old,flat,3662.34,1,0,2,High,High Floor
19.0,sector 26,6,8,3+,Moderately Old,house,4500.0,1,1,2,Medium,Mid Floor
9.0,sector 111,5,5,3+,Relatively New,house,8000.0,1,0,0,Medium,Mid Floor
2.1,sector 109,3,4,3+,Relatively New,flat,2100.0,1,0,2,High,High Floor
0.72,sector 85,3,3,2,Moderately Old,flat,1350.0,0,0,0,Low,Mid Floor
1.34,sector 70a,2,2,3+,New Property,flat,1180.0,0,0,2,Medium,High Floor
2.91,sector 82a,4,4,3,Under Construction,flat,3902.0,1,1,2,Medium,Mid Floor
2.33,sector 65,2,2,3,Under Construction,flat,1141.0,0,0,2,Low,High Floor
0.9,sector 107,2,2,3+,Relatively New,flat,1236.0,0,0,0,Low,Mid Floor
0.33,sector 95,2,2,1,New Property,flat,694.0,0,0,2,Medium,High Floor
2.91,sector 81,4,5,2,Relatively New,flat,3017.0,1,0,2,Medium,Mid Floor
1.2,sector 85,2,2,3+,Relatively New,flat,1380.0,0,1,0,High,Low Floor
1.58,sector 86,3,3,1,Relatively New,flat,1750.0,0,0,2,High,High Floor
0.87,sohna road,2,2,3+,Relatively New,flat,1131.0,0,0,0,Medium,Mid Floor
1.7,sector 33,3,3,3,Under Construction,flat,1619.0,0,0,0,Low,High Floor
0.96,sector 91,2,2,3+,Moderately Old,flat,1271.0,0,0,0,Medium,Mid Floor
3.95,sector 108,3,4,2,Relatively New,flat,2343.1,1,0,0,Low,High Floor
0.7,sector 108,2,2,1,Moderately Old,flat,1468.0,0,0,0,Low,Mid Floor
4.02,sector 70a,4,4,3+,Relatively New,house,5500.0,1,1,0,Medium,Mid Floor
1.0,sector 69,4,3,0,Relatively New,flat,1826.0,0,0,0,Low,Low Floor
0.38,sector 95,3,2,1,Relatively New,flat,716.0,0,0,2,Medium,Low Floor
0.9,sector 103,2,2,2,Relatively New,flat,1222.0,0,0,0,Low,Low Floor
1.5,sector 108,3,4,0,Relatively New,flat,2850.0,0,0,0,Low,High Floor
1.3,sector 102,3,3,3,Relatively New,flat,1388.0,1,0,0,Medium,Mid Floor
1.95,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,0,High,Low Floor
10.85,sector 43,8,8,3,Moderately Old,house,3762.0,1,1,1,High,Mid Floor
